Year,RD,Pick,Team,Pos,Player,School,Type,ST,Signed,Bonus
2016,1s,35,Reds,OF,Taylor Trammell,"Mount Paran Christian School, Kennesaw, Ga.",HS,GA,Y,"$3,200,000"
2016,1s,36,Dodgers,RHP,Jordan Sheffield,Vanderbilt,4YR,TN,Y,"$1,847,500"
2016,1s,37,Athletics,RHP,Daulton Jefferies,California,4YR,CA,Y,"$1,600,000"
2016,1s,38,Rockies,RHP,Robert Tyler,Georgia,4YR,GA,Y,"$1,701,600"
2016,1s,39,Diamondbacks,OF,Anfernee Grier,Auburn,4YR,AL,Y,"$1,500,000"
2016,1s,40,Braves,LHP,Joey Wentz,"Shawnee Mission East HS, Prairie Village, Kan.",HS,KS,Y,"$3,050,000"
2016,1s,41,Pirates,LHP,Nick Lodolo,"Damien HS, La Verne, Calif.",HS,CA,N,
2016,2,42,Phillies,RHP,Kevin Gowdy,Santa Barbara (Calif.) HS,HS,CA,Y,"$3,500,000"
2016,2,43,Reds,C,Chris Okey,Clemson,4YR,SC,Y,"$2,000,000"
2016,2,44,Braves,LHP,Kyle Muller,Dallas Jesuit Prep,HS,TX,Y,"$2,500,000"
2016,2,45,Rockies,LHP,Ben Bowden,Vanderbilt,4YR,TN,Y,"$1,600,000"
2016,2,46,Brewers,3B,Lucas Erceg,Menlo (Calif.),4YR,CA,Y,"$1,150,000"
2016,2,47,Athletics,RHP,Logan Shore,Florida,4YR,FL,Y,"$1,500,000"
2016,2,48,Padres,OF,Buddy Reed,Florida,4YR,FL,Y,"$1,075,000"
2016,2,49,White Sox,RHP,Alec Hansen,Oklahoma,4YR,OK,Y,"$1,200,000"
2016,2,50,Mariners,3B,Joe Rizzo,"Oakton HS, Vienna, Va.",HS,VA,Y,"$1,750,000"
2016,2,51,Red Sox,SS,C.J. Chatham,Florida Atlantic,4YR,FL,Y,"$1,100,000"
2016,2,52,Diamondbacks,C,Andy Yerzy,"York Mills Collegiate Institute, Toronto",HS,CN,Y,"$1,214,100"
2016,2,53,Rays,OF,Ryan Boldt,Nebraska,4YR,NE,Y,"$997,500"
2016,2,54,Orioles,LHP,Keegan Akin,Western Michigan,4YR,MI,Y,"$1,177,200"
2016,2,55,Indians,SS,Nolan Jones,"Holy Ghost Prep, Bensalem, Pa.",HS,PA,Y,"$2,250,000"
2016,2,56,Twins,C,Ben Rortvedt,Verona (Wis.) HS,HS,WI,Y,"$900,000"
2016,2,57,Blue Jays,OF,J.B. Woodman,Mississippi,4YR,MS,Y,"$975,000"
2016,2,58,Nationals,3B,Sheldon Neuse,Oklahoma,4YR,OK,Y,"$900,000"
2016,2,59,Giants,OF,Bryan Reynolds,Vanderbilt,4YR,TN,Y,"$1,350,000"
2016,2,60,Angels,OF,Brandon Marsh,Buford (Ga.) HS,HS,GA,Y,"$1,073,300"
2016,2,61,Astros,OF,Ronnie Dawson,Ohio State,4YR,OH,Y,"$1,056,800"
2016,2,62,Yankees,2B,Nick Solak,Louisville,4YR,KY,Y,"$950,000"
2016,2,63,Rangers,RHP,Alex Speas,"McEachern HS, Powder Springs, Ga.",HS,GA,Y,"$1,024,900"
2016,2,64,Mets,1B,Pete Alonso,Florida,4YR,FL,Y,"$909,200"
2016,2,65,Dodgers,RHP,Mitchell White,Santa Clara,4YR,CA,Y,"$588,300"
2016,2,66,Blue Jays,SS,Bo Bichette,"Lakewood HS, St. Petersburg, Fla.",HS,FL,Y,"$1,100,000"
2016,2,67,Royals,RHP,A.J. Puckett,Pepperdine,4YR,CA,Y,"$1,200,000"
2016,2,68,Pirates,RHP,Travis MacGregor,"East Lake HS, Tarpon Springs, Fla.",HS,FL,Y,"$900,000"
2016,2,69,Orioles,RHP,Matthias Dietz,John A. Logan (Ill.) JC,JC,IL,Y,"$1,300,000"
2016,2,70,Cardinals,RHP,Connor Jones,Virginia,4YR,VA,Y,"$1,100,000"
2016,2s,71,Padres,RHP,Reggie Lawson,"Victor Valley HS, Victorville, Calif.",HS,CA,Y,"$1,900,000"
2016,2s,72,Indians,C,Logan Ice,Oregon State,4YR,OR,Y,"$850,000"
2016,2s,73,Twins,SS,Jose Miranda,"Leadership Christian Academy, Guaynabo, P.R.",HS,PR,Y,"$775,000"
2016,2s,74,Twins,OF,Akil Baddoo,"Salem HS, Conyers, Ga.",HS,GA,Y,"$750,000"
2016,2s,75,Brewers,C,Mario Feliciano,"Beltran Baseball Academy, Florida, P.R.",HS,PR,Y,"$800,000"
2016,2s,76,Braves,C,Brett Cumberland,California,4YR,CA,Y,"$1,500,000"
2016,2s,77,Rays,OF,Jake Fraley,Louisiana State,4YR,LA,Y,"$797,500"
2016,3,78,Phillies,SS,Cole Stobbe,"Millard West HS, Omaha",HS,NE,Y,"$1,100,000"
2016,3,79,Reds,RHP,Nick Hanson,"Prior Lake HS, Savage, Minn.",HS,MN,Y,"$925,000"
2016,3,80,Braves,LHP,Drew Harrington,Louisville,4YR,KY,Y,"$900,000"
2016,3,81,Rockies,SS,Garrett Hampson,Long Beach State,4YR,CA,Y,"$750,000"
2016,3,82,Brewers,RHP,Braden Webb,South Carolina,4YR,SC,Y,"$700,000"
2016,3,83,Athletics,C,Sean Murphy,Wright State,4YR,OH,Y,"$753,100"
2016,3,84,Marlins,OF,Thomas Jones,Laurens (S.C.) HS,HS,SC,Y,"$1,000,000"
2016,3,85,Padres,RHP,Mason Thompson,Round Rock (Texas) HS,HS,TX,Y,"$1,750,000"
2016,3,86,White Sox,OF,Alex Call,Ball State,4YR,IN,Y,"$719,100"
2016,3,87,Mariners,SS,Bryson Brigman,San Diego,4YR,CA,Y,"$700,000"
2016,3,88,Red Sox,RHP,Shaun Anderson,Florida,4YR,FL,Y,"$700,000"
2016,3,89,Diamondbacks,RHP,Jon Duplantier,Rice,4YR,TX,Y,"$686,600"
2016,3,90,Rays,RHP,Austin Franklin,Paxton (Fla.) HS,HS,FL,Y,"$597,500"
2016,3,91,Orioles,OF,Austin Hays,Jacksonville,4YR,FL,Y,"$665,800"
2016,3,92,Indians,RHP,Aaron Civale,Northeastern,4YR,MA,Y,"$625,000"
2016,3,93,Twins,RHP,Griffin Jax,Air Force,4YR,CO,Y,"$645,600"
2016,3,94,Nationals,LHP,Jesus Luzardo,"Stoneman Douglas HS, Parkland, Fla.",HS,FL,Y,"$1,400,000"
2016,3,95,Giants,OF,Heath Quinn,Samford,4YR,AL,Y,"$625,900"
2016,3,96,Angels,SS,Nonie Williams,"Kansas City, Kan. (no school)",Other,KS,Y,"$950,000"
2016,3,97,Astros,C,Jake Rogers,Tulane,4YR,LA,Y,"$614,000"
2016,3,98,Yankees,RHP,Nolan Martinez,Culver City (Calif.) HS,HS,CA,Y,"$1,150,000"
2016,3,99,Rangers,3B,Kole Enright,"West Orange HS, Winter Garden, Fla.",HS,FL,Y,"$675,000"
2016,3,100,Mets,3B,Blake Tiberi,Louisville,4YR,KY,Y,"$500,000"
2016,3,101,Dodgers,RHP,Dustin May,"Northwest HS, Justin, Texas",HS,TX,Y,"$997,500"
2016,3,102,Blue Jays,RHP,Zach Jackson,Arkansas,4YR,AR,Y,"$275,000"
2016,3,103,Royals,OF,Khalil Lee,"Flint Hill School, Oakton, Va.",HS,VA,Y,"$750,000"
2016,3,104,Cubs,RHP,Thomas Hatch,Oklahoma State,4YR,OK,Y,"$573,900"
2016,3,105,Pirates,SS,Stephen Alemais,Tulane,4YR,LA,Y,"$500,000"
2016,3,106,Cardinals,RHP,Zac Gallen,North Carolina,4YR,NC,Y,"$563,100"
2016,4,107,Phillies,LHP,JoJo Romero,Yavapai (Ariz.) JC,JC,AZ,Y,"$800,000"
2016,4,108,Reds,LHP,Scott Moss,Florida,4YR,FL,Y,"$577,400"
2016,4,109,Braves,RHP,Bryse Wilson,"Orange HS, Hillsborough, N.C.",HS,NC,Y,"$1,200,000"
2016,4,110,Rockies,3B,Colton Welker,"Stoneman Douglas HS, Parkland, Fla.",HS,FL,Y,"$855,000"
2016,4,111,Brewers,RHP,Corbin Burnes,St. Mary's,4YR,CA,Y,"$536,400"
2016,4,112,Athletics,RHP,Skylar Szynski,"Penn HS, Mishawaka, Ind.",HS,IN,Y,"$1,000,000"
2016,4,113,Marlins,OF,Sean Reynolds,"Redondo Union HS, Redondo Beach, Calif.",HS,CA,Y,"$600,000"
2016,4,114,Padres,LHP,Joey Lucchesi,Southeast Missouri State,4YR,MO,Y,"$100,000"
2016,4,115,Tigers,RHP,Kyle Funkhouser,Louisville,4YR,KY,Y,"$750,000"
2016,4,116,White Sox,OF,Jameson Fisher,Southeastern Louisiana,4YR,LA,Y,"$485,000"
2016,4,117,Mariners,LHP,Thomas Burrows,Alabama,4YR,AL,Y,"$450,000"
2016,4,118,Red Sox,3B,Bobby Dalbec,Arizona,4YR,AZ,Y,"$650,000"
2016,4,119,Diamondbacks,RHP,Curtis Taylor,British Columbia,4YR,CN,Y,"$496,700"
2016,4,120,Rays,RHP,Easton McGee,Hopkinsville (Ky.) HS,HS,KY,Y,"$673,700"
2016,4,121,Orioles,RHP,Brenan Hanifee,"Ashby HS, Bridgewater, Va.",HS,VA,Y,"$500,000"
2016,4,122,Indians,RHP,Shane Bieber,UC Santa Barbara,4YR,CA,Y,"$420,000"
2016,4,123,Twins,RHP,Thomas Hackimer,St. John's,4YR,NY,Y,"$225,000"
2016,4,124,Nationals,OF,Nick Banks,Texas A&M,4YR,TX,Y,"$500,000"
2016,4,125,Giants,LHP,Matt Krook,Oregon,4YR,OR,Y,"$500,000"
2016,4,126,Angels,RHP,Chris Rodriguez,Pace (Fla.) HS,HS,FL,Y,"$850,000"
2016,4,127,Astros,LHP,Brett Adcock,Michigan,4YR,MI,Y,"$430,000"
2016,4,128,Yankees,RHP,Nick Nelson,Gulf Coast State (Fla.) JC,JC,FL,Y,"$350,000"
2016,4,129,Rangers,SS,Charles LeBlanc,Pittsburgh,4YR,PA,Y,"$415,000"
2016,4,130,Mets,SS,Michael Paez,Coastal Carolina,4YR,SC,Y,"$446,500"
2016,4,131,Dodgers,OF,DJ Peters,Western Nevada JC,JC,NV,Y,"$247,500"
2016,4,132,Blue Jays,OF,Josh Palacios,Auburn,4YR,AL,Y,"$438,100"
2016,4,133,Royals,RHP,Jace Vines,Texas A&M,4YR,TX,Y,"$375,000"
2016,4,134,Cubs,RHP,Tyson Miller,California Baptist,4YR,CA,Y,"$500,000"
2016,4,135,Pirates,LHP,Braeden Ogle,Jensen Beach (Fla.) HS,HS,FL,Y,"$800,000"
2016,4,136,Cardinals,C,Jeremy Martinez,Southern California,4YR,CA,Y,"$600,000"
2016,5,137,Phillies,LHP,Cole Irvin,Oregon,4YR,OR,Y,"$800,000"
2016,5,138,Reds,RHP,Ryan Hendrix,Texas A&M,4YR,TX,Y,"$410,000"
2016,5,139,Braves,RHP,Jeremy Walker,Gardner-Webb,4YR,NC,Y,"$275,000"
2016,5,140,Rockies,C,Brian Serven,Arizona State,4YR,AZ,Y,"$400,000"
2016,5,141,Brewers,RHP,Zack Brown,Kentucky,4YR,KY,Y,"$401,700"
2016,5,142,Athletics,3B,JaVon Shelby,Kentucky,4YR,KY,Y,"$275,000"
2016,5,143,Marlins,RHP,Sam Perez,Missouri State,4YR,MO,Y,"$20,000"
2016,5,144,Padres,RHP,Lake Bachar,Wisconsin-Whitewater,4YR,WI,Y,"$350,000"
2016,5,145,Tigers,RHP,Mark Ecker,Texas A&M,4YR,TX,Y,"$386,500"
2016,5,146,White Sox,RHP,Jimmy Lambert,Fresno State,4YR,CA,Y,"$325,000"
2016,5,147,Mariners,SS,Donnie Walton,Oklahoma State,4YR,OK,Y,"$125,000"
2016,5,148,Red Sox,RHP,Mike Shawaryn,Maryland,4YR,MD,Y,"$637,500"
2016,5,149,Diamondbacks,3B,Joey Rose,Toms River (N.J.) North HS,HS,NJ,Y,"$400,000"
2016,5,150,Rays,RHP,Mikey York,JC of Southern Nevada,JC,NV,Y,"$297,500"
2016,5,151,Orioles,SS,Alexis Torres,"Angel David HS, San Juan, P.R.",HS,PR,Y,"$364,700"
2016,5,152,Indians,OF,Conner Capel,"Seven Lakes HS, Katy, Texas",HS,TX,Y,"$361,300"
2016,5,153,Twins,RHP,Jordan Balazovic,"St. Martin SS, Mississauga, Ont.",HS,CN,Y,"$515,000"
2016,5,154,Nationals,OF,Daniel Johnson,New Mexico State,4YR,NM,Y,"$325,000"
2016,5,155,Giants,SS,Ryan Howard,Missouri,4YR,MO,Y,"$250,000"
2016,5,156,Angels,SS,Connor Justus,Georgia Tech,4YR,GA,Y,"$250,000"
2016,5,157,Astros,3B,Abraham Toro,Seminole State (Okla.) JC,JC,OK,Y,"$250,000"
2016,5,158,Yankees,OF,Dom Thompson-Williams,South Carolina,4YR,SC,Y,"$250,000"
2016,5,159,Rangers,LHP,Kyle Roberts,Henry Ford (Mich.) JC,JC,MI,Y,"$400,000"
2016,5,160,Mets,SS,Colby Woodmansee,Arizona State,4YR,AZ,Y,"$334,500"
2016,5,161,Dodgers,LHP,Devin Smeltzer,San Jacinto (Texas) JC,JC,TX,Y,"$497,500"
2016,5,162,Blue Jays,2B,Cavan Biggio,Notre Dame,4YR,IN,Y,"$300,000"
2016,5,163,Royals,SS,Nicky Lopez,Creighton,4YR,NE,Y,"$243,300"
2016,5,164,Cubs,RHP,Bailey Clark,Duke,4YR,NC,Y,"$450,000"
2016,5,165,Pirates,RHP,Blake Cederlind,Merced (Calif.) JC,JC,CA,Y,"$285,000"
2016,5,166,Cardinals,OF,Walker Robbins,"George County HS, Lucedale, Miss.",HS,MS,Y,"$450,000"
2016,6,167,Phillies,OF,David Martinelli,Dallas Baptist,4YR,TX,Y,"$312,700"
2016,6,168,Reds,RHP,Tyler Mondile,"Gloucester Catholic HS, Gloucester City, N.J.",HS,NJ,Y,"$309,700"
2016,6,169,Braves,2B,Matt Gonzalez,Georgia Tech,4YR,GA,Y,"$25,000"
2016,6,170,Rockies,OF,Willie Abreu,Miami,4YR,FL,Y,"$303,700"
2016,6,171,Brewers,C,Payton Henry,Pleasant Grove (Utah) HS,HS,UT,Y,"$550,600"
2016,6,172,Athletics,RHP,Brandon Bailey,Gonzaga,4YR,WA,Y,"$298,000"
2016,6,173,Marlins,RHP,Remey Reed,Oklahoma State,4YR,OK,Y,"$200,000"
2016,6,174,Padres,RHP,Will Stillman,Wofford,4YR,SC,Y,"$50,000"
2016,6,175,Tigers,RHP,Bryan Garcia,Miami,4YR,FL,Y,"$289,400"
2016,6,176,White Sox,SS,Luis Curbelo,Cocoa (Fla.) HS,HS,FL,Y,"$700,000"
2016,6,177,Mariners,RHP,Brandon Miller,Millersville (Pa.),4YR,PA,Y,"$250,000"
2016,6,178,Red Sox,RHP,Stephen Nogosek,Oregon,4YR,OR,Y,"$250,000"
2016,6,179,Diamondbacks,LHP,Mack Lemieux,Palm Beach State (Fla.) JC,JC,FL,Y,"$278,500"
2016,6,180,Rays,RHP,Zach Trageton,"Faith Lutheran HS, Las Vegas",HS,NV,Y,"$522,500"
2016,6,181,Orioles,RHP,Tobias Myers,Winter Haven (Fla.) HS,HS,FL,Y,"$225,000"
2016,6,182,Indians,3B,Ulysses Cantu,"Boswell HS, Fort Worth",HS,TX,Y,"$270,300"
2016,6,183,Twins,RHP,Alex Schick,California,4YR,CA,Y,"$400,000"
2016,6,184,Nationals,C,Tres Barrera,Texas,4YR,TX,Y,"$210,000"
2016,6,185,Giants,OF,Gio Brusa,Pacific,4YR,CA,Y,"$262,700"
2016,6,186,Angels,RHP,Cole Duensing,"Blue Valley Northwest HS, Overland Park, Kan.",HS,KS,Y,"$501,300"
2016,6,187,Astros,OF,Stephen Wrenn,Georgia,4YR,GA,Y,"$257,900"
2016,6,188,Yankees,RHP,Brooks Kriske,Southern California,4YR,CA,Y,"$100,000"
2016,6,189,Rangers,RHP,Kyle Cody,Kentucky,4YR,KY,Y,"$150,000"
2016,6,190,Mets,RHP,Chris Viall,Stanford,4YR,CA,Y,"$250,500"
2016,6,191,Dodgers,SS,Errol Robinson,Mississippi,4YR,MS,Y,"$247,500"
2016,6,192,Blue Jays,OF,D.J. Daniels,"Fike HS, Wilson, N.C.",HS,NC,Y,"$300,000"
2016,6,193,Royals,OF,Cal Jones,Dadeville (Ala.) HS,HS,AL,Y,"$250,000"
2016,6,194,Cubs,RHP,Chad Hockin,Cal State Fullerton,4YR,CA,Y,"$241,000"
2016,6,195,Pirates,LHP,Cam Vieaux,Michigan State,4YR,MI,Y,"$175,000"
2016,6,196,Cardinals,SS,Tommy Edman,Stanford,4YR,CA,Y,"$236,400"
2016,7,197,Phillies,C,Henri Lartigue,Mississippi,4YR,MS,Y,"$220,000"
2016,7,198,Reds,LHP,Andy Cox,Tennessee,4YR,TN,Y,"$5,000"
2016,7,199,Braves,OF,J.B. Moss,Texas A&M,4YR,TX,Y,"$10,000"
2016,7,200,Rockies,RHP,Reid Humphreys,Mississippi State,4YR,MS,Y,"$227,400"
2016,7,201,Brewers,LHP,Daniel Brown,Mississippi State,4YR,MS,Y,"$120,000"
2016,7,202,Athletics,OF,Tyler Ramirez,North Carolina,4YR,NC,Y,"$300,000"
2016,7,203,Marlins,OF,Corey Bird,Marshall,4YR,WV,Y,"$175,000"
2016,7,204,Padres,LHP,Dan Dallas,"Canisius HS, Buffalo",HS,NY,Y,"$250,000"
2016,7,205,Tigers,LHP,Austin Sodders,UC Riverside,4YR,CA,Y,"$216,900"
2016,7,206,White Sox,LHP,Bernardo Flores,Southern California,4YR,CA,Y,"$200,000"
2016,7,207,Mariners,RHP,Matt Festa,East Stroudsburg (Pa.),4YR,PA,Y,"$5,000"
2016,7,208,Red Sox,OF,Ryan Scott,Arkansas-Little Rock,4YR,AR,Y,"$10,000"
2016,7,209,Diamondbacks,LHP,Jordan Watson,Science and Arts of Oklahoma,4YR,OK,Y,"$110,000"
2016,7,210,Rays,RHP,J.D. Busfield,Loyola Marymount,4YR,CA,Y,"$172,500"
2016,7,211,Orioles,1B,Preston Palmeiro,North Carolina State,4YR,NC,Y,"$204,700"
2016,7,212,Indians,C,Michael Tinsley,Kansas,4YR,KS,Y,"$175,000"
2016,7,213,Twins,OF,Matt Albanese,Bryant,4YR,RI,Y,"$185,000"
2016,7,214,Nationals,2B,Jake Noll,Florida Gulf Coast,4YR,FL,Y,"$190,000"
2016,7,215,Giants,LHP,Garrett Williams,Oklahoma State,4YR,OK,Y,"$250,000"
2016,7,216,Angels,2B,Jordan Zimmerman,Michigan State,4YR,MI,Y,"$175,000"
2016,7,217,Astros,RHP,Tyler Buffett,Oklahoma State,4YR,OK,N,
2016,7,218,Yankees,C,Keith Skinner,North Florida,4YR,FL,Y,"$10,000"
2016,7,219,Rangers,C,Sam Huff,"Arcadia HS, Phoenix",HS,AZ,Y,"$225,000"
2016,7,220,Mets,RHP,Austin McGeorge,Long Beach State,4YR,CA,Y,"$175,000"
2016,7,221,Dodgers,OF,Luke Raley,Lake Erie (Ohio),4YR,OH,Y,"$147,500"
2016,7,222,Blue Jays,RHP,Andy Ravel,Kent State,4YR,OH,Y,"$186,900"
2016,7,223,Royals,RHP,Travis Eckert,Oregon State,4YR,OR,Y,"$50,000"
2016,7,224,Cubs,C,Michael Cruz,Bethune-Cookman,4YR,FL,Y,"$75,000"
2016,7,225,Pirates,C,Brent Gibbs,Central Arizona JC,JC,AZ,Y,"$150,000"
2016,7,226,Cardinals,C,Andrew Knizner,North Carolina State,4YR,NC,Y,"$185,300"
2016,8,227,Phillies,RHP,Grant Dyer,UCLA,4YR,CA,Y,"$175,000"
2016,8,228,Reds,2B,John Sansone,Florida State,4YR,FL,Y,"$15,000"
2016,8,229,Braves,LHP,Taylor Hyssong,UNC Wilmington,4YR,NC,Y,"$10,000"
2016,8,230,Rockies,LHP,Ty Culbreth,Texas,4YR,TX,Y,"$20,000"
2016,8,231,Brewers,SS,Francisco Thomas,"Osceola HS, Kissimmee, Fla.",HS,FL,Y,"$200,000"
2016,8,232,Athletics,LHP,Will Gilbert,North Carolina State,4YR,NC,Y,"$75,000"
2016,8,233,Marlins,OF,Aaron Knapp,California,4YR,CA,Y,"$170,000"
2016,8,234,Padres,LHP,Ben Sheckler,Cornerstone (Mich.),4YR,MI,Y,"$160,000"
2016,8,235,Tigers,OF,Jacob Robson,Mississippi State,4YR,MS,Y,"$181,600"
2016,8,236,White Sox,C,Nate Nolan,St. Mary's,4YR,CA,Y,"$170,000"
2016,8,237,Mariners,3B,Nick Zammarelli,Elon,4YR,NC,Y,"$150,000"
2016,8,238,Red Sox,C,Alan Marrero,"International Baseball Academy, Ceiba, P.R.",HS,PR,Y,"$160,000"
2016,8,239,Diamondbacks,C,Ryan January,San Jacinto (Texas) JC,JC,TX,Y,"$350,000"
2016,8,240,Rays,LHP,Kenny Rosenberg,Cal State Northridge,4YR,CA,Y,"$167,500"
2016,8,241,Orioles,RHP,Ryan Moseley,Texas Tech,4YR,TX,Y,"$150,000"
2016,8,242,Indians,LHP,Andrew Lantrip,Houston,4YR,TX,Y,"$125,000"
2016,8,243,Twins,OF,Shane Carrier,Fullerton (Calif.) JC,JC,CA,Y,"$178,200"
2016,8,244,Nationals,RHP,A.J. Bogucki,North Carolina,4YR,NC,Y,"$150,000"
2016,8,245,Giants,RHP,Stephen Woods,Albany,4YR,NY,Y,"$200,000"
2016,8,246,Angels,OF,Troy Montgomery,Ohio State,4YR,OH,Y,"$150,000"
2016,8,247,Astros,RHP,Nick Hernandez,Houston,4YR,TX,Y,"$125,000"
2016,8,248,Yankees,1B,Dalton Blaser,Cal State Fullerton,4YR,CA,Y,"$10,000"
2016,8,249,Rangers,RHP,Tai Tiedemann,Long Beach JC,JC,CA,Y,"$175,800"
2016,8,250,Mets,LHP,Placido Torres,Tusculum (Tenn.),4YR,TN,Y,"$10,000"
2016,8,251,Dodgers,RHP,Andre Scrubb,High Point,4YR,NC,Y,"$122,500"
2016,8,252,Blue Jays,RHP,Kyle Weatherly,Grayson (Texas) JC,JC,TX,Y,"$250,000"
2016,8,253,Royals,1B,Chris DeVito,New Mexico,4YR,NM,Y,"$125,000"
2016,8,254,Cubs,RHP,Stephen Ridings,Haverford (Pa.),4YR,PA,Y,"$120,000"
2016,8,255,Pirates,RHP,Dylan Prohoroff,Cal State Fullerton,4YR,CA,Y,"$160,000"
2016,8,256,Cardinals,RHP,Sam Tewes,Wichita State,4YR,KS,Y,"$100,000"
2016,9,257,Phillies,RHP,Blake Quinn,Cal State Fullerton,4YR,CA,Y,"$172,600"
2016,9,258,Reds,RHP,Alex Webb,British Columbia,4YR,CN,Y,"$5,000"
2016,9,259,Braves,OF,Tyler Neslony,Texas Tech,4YR,TX,Y,"$8,000"
2016,9,260,Rockies,RHP,Justin Calomeni,Cal Poly,4YR,CA,Y,"$171,400"
2016,9,261,Brewers,2B,Trey York,East Tennessee State,4YR,TN,Y,"$25,000"
2016,9,262,Athletics,LHP,Dalton Sawyer,Minnesota,4YR,MN,Y,"$45,000"
2016,9,263,Marlins,C,Jarrett Rindfleisch,Ball State,4YR,IN,Y,"$125,000"
2016,9,264,Padres,RHP,Jesse Scholtens,Wright State,4YR,OH,Y,"$1,000"
2016,9,265,Tigers,SS,Daniel Pinero,Virginia,4YR,VA,Y,"$169,600"
2016,9,266,White Sox,SS,Max Dutto,Menlo (Calif.),4YR,CA,Y,"$10,000"
2016,9,267,Mariners,C,Jason Goldstein,Illinois,4YR,IL,Y,"$25,000"
2016,9,268,Red Sox,OF,Matt McLean,Texas-Arlington,4YR,TX,Y,"$10,000"
2016,9,269,Diamondbacks,RHP,Tommy Eveld,South Florida,4YR,FL,Y,"$125,000"
2016,9,270,Rays,RHP,Peter Bayer,Cal Poly Pomona,4YR,CA,Y,"$7,500"
2016,9,271,Orioles,RHP,Lucas Humpal,Texas State,4YR,TX,Y,"$10,000"
2016,9,272,Indians,OF,Hosea Nelson,Clarendon (Texas) JC,JC,TX,Y,"$125,000"
2016,9,273,Twins,C,Mitchell Kranson,California,4YR,CA,Y,"$90,000"
2016,9,274,Nationals,C,Joey Harris,Gonzaga,4YR,WA,Y,"$10,000"
