Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3601,John Lucas III\lucasjo02,2013-14,31,UTA,NBA,5.2,42,6,591,62,190,37,106,25,84,10,16,12,27,39,42,14,0,22,41,159,.326,.349,.298,.392,.625,.403
3602,Devyn Marble\marblde01,2015-16,23,ORL,NBA,5.2,28,0,249,21,71,13,39,8,32,10,24,6,32,38,12,13,1,7,25,60,.296,.333,.250,.352,.417,.368
3603,Darius Morris\morrida01,2011-12,21,LAL,NBA,5.2,19,0,169,18,42,14,33,4,9,6,9,2,14,16,21,2,0,19,16,46,.429,.424,.444,.476,.667,.500
3604,Lucas Nogueira\noguelu01,2014-15,22,TOR,NBA,5.2,6,0,23,2,8,2,8,0,0,2,4,2,9,11,1,2,0,2,6,6,.250,.250,,.250,.500,.307
3605,Russ Smith\smithru01,2014-15,23,TOT,NBA,5.2,12,0,65,8,25,6,14,2,11,12,13,1,5,6,8,3,0,12,13,30,.320,.429,.182,.360,.923,.488
3606,Paul Zipser\zipsepa01,2017-18,23,CHI,NBA,5.2,54,12,824,81,234,44,124,37,110,19,25,13,118,131,46,20,15,43,86,218,.346,.355,.336,.425,.760,.445
3607,Aaron Harrison\harriaa01,2017-18,23,DAL,NBA,5.1,9,3,233,19,69,10,26,9,43,13,17,4,20,24,11,9,2,3,27,60,.275,.385,.209,.341,.765,.392
3608,Abdel Nader\naderab01,2017-18,24,BOS,NBA,5.1,48,1,522,50,149,27,84,23,65,23,39,13,58,71,26,15,10,34,45,146,.336,.321,.354,.413,.590,.439
3609,Lamar Patterson\pattela01,2015-16,24,ATL,NBA,5.1,35,0,395,28,80,16,31,12,49,16,22,4,46,50,39,9,2,23,45,84,.350,.516,.245,.425,.727,.468
3610,John Salmons\salmojo01,2014-15,35,NOP,NBA,5.1,21,0,270,16,48,8,22,8,26,2,4,4,17,21,13,9,4,5,25,42,.333,.364,.308,.417,.500,.422
3611,Luke Walton\waltolu01,2010-11,30,LAL,NBA,5.1,54,0,484,38,116,30,82,8,34,7,10,9,58,67,62,9,4,31,38,91,.328,.366,.235,.362,.700,.378
3612,Alan Anderson\anderal01,2016-17,34,LAC,NBA,5.0,30,0,308,30,80,16,36,14,44,12,16,3,21,24,11,3,0,7,35,86,.375,.444,.318,.463,.750,.494
3613,Earl Barron\barroea01,2014-15,33,PHO,NBA,5.0,16,1,143,12,39,10,35,2,4,6,12,14,14,28,5,4,2,5,26,32,.308,.286,.500,.333,.500,.361
3614,Terry Rozier\roziete01,2015-16,21,BOS,NBA,5.0,39,0,311,29,106,23,79,6,27,8,10,24,39,63,37,6,1,19,23,72,.274,.291,.222,.302,.800,.326
3615,Maalik Wayns\waynsma01,2012-13,21,TOT,NBA,5.0,27,1,202,26,88,19,57,7,31,17,19,1,6,7,27,6,0,15,26,76,.295,.333,.226,.335,.895,.394
3616,Anthony Brown\brownan02,2015-16,23,LAL,NBA,4.9,29,11,599,39,126,19,56,20,70,17,20,9,61,70,19,14,5,15,34,115,.310,.339,.286,.389,.850,.427
3617,Jamaal Franklin\frankja01,2014-15,23,DEN,NBA,4.9,3,0,13,1,2,0,0,1,2,0,0,1,1,2,3,0,1,3,4,3,.500,,.500,.750,,.750
3618,Justin Harper\harpeju01,2016-17,27,PHI,NBA,4.9,3,0,31,5,12,3,5,2,7,0,0,2,3,5,2,0,0,4,2,12,.417,.600,.286,.500,,.500
3619,Gary Harris\harriga01,2014-15,20,DEN,NBA,4.9,55,6,719,66,217,45,114,21,103,35,47,21,43,64,29,39,7,38,71,188,.304,.395,.204,.353,.745,.395
