Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
101,Joel Embiid\embiijo01,2016-17,22,PHI,NBA,24.1,31,31,786,200,429,164,331,36,98,191,244,61,182,243,66,27,76,117,112,627,.466,.495,.367,.508,.783,.584
102,Manu Ginobili\ginobma01,2011-12,34,SAS,NBA,24.1,34,7,792,150,285,98,159,52,126,88,101,18,98,116,151,24,12,64,56,440,.526,.616,.413,.618,.871,.668
103,Damian Lillard\lillada01,2016-17,26,POR,NBA,24.1,75,75,2694,661,1488,447,909,214,579,488,545,46,322,368,440,68,20,197,152,2024,.444,.492,.370,.516,.895,.586
104,Shawn Long\longsh01,2016-17,24,PHI,NBA,24.1,18,0,234,61,109,54,90,7,19,19,35,41,44,85,13,9,9,13,49,148,.560,.600,.368,.592,.543,.595
105,Hassan Whiteside\whiteha01,2017-18,28,MIA,NBA,24.1,54,54,1364,312,578,310,576,2,2,128,182,174,444,618,54,37,94,92,131,754,.540,.538,1.000,.542,.703,.573
106,DeMar DeRozan\derozde01,2016-17,27,TOR,NBA,24.0,74,74,2620,721,1545,688,1421,33,124,545,647,70,316,386,290,78,13,180,134,2020,.467,.484,.266,.477,.842,.552
107,Enes Kanter\kanteen01,2017-18,25,NYK,NBA,24.0,71,71,1830,422,713,422,711,0,2,156,184,273,507,780,105,36,37,122,187,1000,.592,.594,.000,.592,.848,.630
108,Enes Kanter\kanteen01,2015-16,23,OKC,NBA,24.0,82,1,1721,414,719,404,698,10,21,200,251,249,415,664,33,26,33,115,166,1038,.576,.579,.476,.583,.797,.626
109,Dwyane Wade\wadedw01,2012-13,31,MIA,NBA,24.0,69,69,2391,569,1093,552,1027,17,66,308,425,86,258,344,352,128,56,194,140,1463,.521,.537,.258,.528,.725,.571
110,Kobe Bryant\bryanko01,2010-11,32,LAL,NBA,23.9,82,82,2779,740,1639,625,1283,115,356,483,583,83,336,419,388,99,12,243,172,2078,.451,.487,.323,.487,.828,.548
111,Coty Clarke\clarkco01,2015-16,23,BOS,NBA,23.9,3,0,6,2,4,0,2,2,2,0,0,0,1,1,0,0,0,1,0,6,.500,.000,1.000,.750,,.750
112,Blake Griffin\griffbl01,2013-14,24,LAC,NBA,23.9,80,80,2863,718,1359,706,1315,12,44,482,674,192,565,757,309,92,51,224,265,1930,.528,.537,.273,.533,.715,.583
113,Russell Westbrook\westbru01,2012-13,24,OKC,NBA,23.9,82,82,2861,673,1535,576,1235,97,300,460,575,111,317,428,607,145,24,273,189,1903,.438,.466,.323,.470,.800,.532
114,Jimmy Butler\butleji01,2017-18,28,MIN,NBA,23.7,59,59,2164,437,921,367,721,70,200,363,425,79,235,314,288,116,24,108,78,1307,.474,.509,.350,.512,.854,.590
115,Enes Kanter\kanteen01,2016-17,24,OKC,NBA,23.7,72,0,1533,402,737,397,699,5,38,224,285,195,287,482,67,32,38,123,154,1033,.545,.568,.132,.549,.786,.599
116,Chris Paul\paulch01,2010-11,25,NOH,NBA,23.7,80,80,2880,430,928,359,745,71,183,337,384,38,289,327,782,188,5,177,196,1268,.463,.482,.388,.502,.878,.578
117,DeMarcus Cousins\couside01,2015-16,25,SAC,NBA,23.6,65,65,2246,601,1332,531,1122,70,210,476,663,158,589,747,214,101,92,249,236,1748,.451,.473,.333,.477,.718,.538
118,Kevin Durant\duranke01,2010-11,22,OKC,NBA,23.6,78,78,3038,711,1538,566,1124,145,414,594,675,57,476,533,214,88,76,218,159,2161,.462,.504,.350,.509,.880,.589
119,Dirk Nowitzki\nowitdi01,2013-14,35,DAL,NBA,23.6,80,80,2628,633,1273,502,944,131,329,338,376,40,458,498,216,73,45,117,165,1735,.497,.532,.398,.549,.899,.603
120,Russell Westbrook\westbru01,2010-11,22,OKC,NBA,23.6,82,82,2847,614,1390,580,1287,34,103,531,631,121,258,379,670,155,30,316,207,1793,.442,.451,.330,.454,.842,.538
121,James Harden\hardeja01,2013-14,24,HOU,NBA,23.5,73,73,2777,549,1205,372,722,177,483,576,665,61,283,344,446,115,29,265,177,1851,.456,.515,.366,.529,.866,.618
122,Derrick Rose\rosede01,2010-11,22,CHI,NBA,23.5,81,81,3026,711,1597,583,1212,128,385,476,555,81,249,330,623,85,51,278,136,2026,.445,.481,.332,.485,.858,.550
123,Brandan Wright\wrighbr03,2013-14,26,DAL,NBA,23.5,58,0,1077,224,331,224,331,0,0,77,106,102,142,244,31,32,55,35,94,525,.677,.677,,.677,.726,.695
124,Blake Griffin\griffbl01,2011-12,22,LAC,NBA,23.4,66,66,2392,561,1022,559,1006,2,16,244,468,218,499,717,210,54,48,150,216,1368,.549,.556,.125,.550,.521,.557
125,Dirk Nowitzki\nowitdi01,2010-11,32,DAL,NBA,23.4,73,73,2504,610,1179,544,1011,66,168,395,443,50,463,513,190,38,47,137,172,1681,.517,.538,.393,.545,.892,.612
126,Pau Gasol\gasolpa01,2010-11,30,LAL,NBA,23.3,82,82,3037,593,1120,592,1117,1,3,354,430,268,568,836,273,48,130,142,203,1541,.529,.530,.333,.530,.823,.589
127,Rudy Gobert\goberru01,2016-17,24,UTA,NBA,23.3,81,81,2744,413,625,413,624,0,1,311,476,314,721,1035,97,49,214,147,246,1137,.661,.662,.000,.661,.653,.681
128,Mike Conley\conlemi01,2016-17,29,MEM,NBA,23.2,69,68,2292,464,1009,293,590,171,419,316,368,31,210,241,433,92,19,156,126,1415,.460,.497,.408,.545,.859,.604
129,John Wall\walljo01,2016-17,26,WAS,NBA,23.2,78,78,2836,647,1435,558,1163,89,272,422,527,59,267,326,831,157,49,322,151,1805,.451,.480,.327,.482,.801,.541
130,Victor Oladipo\oladivi01,2017-18,25,IND,NBA,23.1,75,75,2552,640,1342,479,908,161,434,294,368,47,343,390,323,177,57,219,175,1735,.477,.528,.371,.537,.799,.577
131,Kobe Bryant\bryanko01,2012-13,34,LAL,NBA,23.0,78,78,3013,738,1595,606,1188,132,407,525,626,66,367,433,469,106,25,287,173,2133,.463,.510,.324,.504,.839,.570
132,James Harden\hardeja01,2012-13,23,HOU,NBA,23.0,78,78,2985,585,1337,406,851,179,486,674,792,62,317,379,455,142,38,295,178,2023,.438,.477,.368,.504,.851,.600
133,Kyrie Irving\irvinky01,2016-17,24,CLE,NBA,23.0,72,72,2525,671,1420,494,979,177,441,297,328,52,178,230,418,83,24,180,157,1816,.473,.505,.401,.535,.905,.580
134,Tony Parker\parketo01,2012-13,30,SAS,NBA,23.0,66,66,2174,519,995,495,927,24,68,279,330,18,180,198,499,54,6,170,92,1341,.522,.534,.353,.534,.845,.588
135,Derrick Rose\rosede01,2011-12,23,CHI,NBA,23.0,39,39,1375,302,695,248,522,54,173,194,239,26,105,131,307,35,28,119,52,852,.435,.475,.312,.473,.812,.532
136,Andrew Bynum\bynuman01,2011-12,24,LAL,NBA,22.9,60,60,2112,444,796,443,791,1,5,234,338,192,517,709,85,27,116,152,104,1123,.558,.560,.200,.558,.692,.594
137,Andre Drummond\drumman01,2017-18,24,DET,NBA,22.9,78,78,2625,466,881,466,870,0,11,239,395,399,848,1247,237,114,127,200,250,1171,.529,.536,.000,.529,.605,.555
138,Joel Embiid\embiijo01,2017-18,23,PHI,NBA,22.9,63,63,1912,510,1056,444,842,66,214,359,467,143,547,690,199,40,111,234,209,1445,.483,.527,.308,.514,.769,.573
139,Kyle Lowry\lowryky01,2016-17,30,TOR,NBA,22.9,60,60,2244,426,918,233,450,193,468,299,365,48,238,286,417,88,19,173,170,1344,.464,.518,.412,.569,.819,.623
140,Russell Westbrook\westbru01,2011-12,23,OKC,NBA,22.9,66,66,2331,578,1266,516,1070,62,196,340,413,96,205,301,362,112,21,239,147,1558,.457,.482,.316,.481,.823,.538
141,LaMarcus Aldridge\aldrila01,2014-15,29,POR,NBA,22.8,71,71,2512,659,1415,622,1310,37,105,306,362,177,549,726,124,48,68,122,125,1661,.466,.475,.352,.479,.845,.528
142,Blake Griffin\griffbl01,2014-15,25,LAC,NBA,22.8,67,67,2356,574,1144,564,1119,10,25,311,427,126,382,508,354,63,35,152,196,1469,.502,.504,.400,.506,.728,.551
143,Al Jefferson\jeffeal01,2011-12,27,UTA,NBA,22.8,61,61,2075,516,1048,515,1044,1,4,137,177,133,452,585,134,47,101,62,155,1170,.492,.493,.250,.493,.774,.520
144,Arinze Onuaku\onuakar01,2014-15,27,MIN,NBA,22.8,6,1,68,12,14,12,14,0,0,3,8,7,14,21,4,1,3,2,6,27,.857,.857,,.857,.375,.771
145,LaMarcus Aldridge\aldrila01,2011-12,26,POR,NBA,22.7,55,55,1994,483,943,481,932,2,11,223,274,150,292,442,134,51,45,111,153,1191,.512,.516,.182,.513,.814,.560
146,Pau Gasol\gasolpa01,2014-15,34,CHI,NBA,22.7,78,78,2681,570,1153,558,1127,12,26,294,366,220,699,919,210,25,147,158,147,1446,.494,.495,.462,.500,.803,.550
147,Al Jefferson\jeffeal01,2013-14,29,CHA,NBA,22.7,73,73,2553,700,1376,697,1361,3,15,191,277,156,636,792,155,67,79,124,176,1594,.509,.512,.200,.510,.690,.532
148,Brook Lopez\lopezbr01,2014-15,26,BRK,NBA,22.7,72,44,2100,506,987,505,977,1,10,223,274,214,321,535,50,43,126,104,206,1236,.513,.517,.100,.513,.814,.558
149,Amar'e Stoudemire\stoudam01,2010-11,28,NYK,NBA,22.7,78,78,2870,744,1482,734,1459,10,23,473,597,198,438,636,202,71,150,250,274,1971,.502,.503,.435,.505,.792,.565
150,DeMarcus Cousins\couside01,2017-18,27,NOP,NBA,22.6,48,48,1737,406,864,302,570,104,294,294,394,105,512,617,257,79,76,242,183,1210,.470,.530,.354,.530,.746,.583
151,Andre Drummond\drumman01,2013-14,20,DET,NBA,22.6,81,81,2619,479,769,479,767,0,2,137,328,440,631,1071,35,101,131,110,273,1095,.623,.625,.000,.623,.418,.599
152,Tim Duncan\duncati01,2014-15,38,SAS,NBA,22.6,77,77,2227,419,819,417,812,2,7,230,311,170,534,704,230,63,151,131,165,1070,.512,.514,.286,.513,.740,.560
153,Blake Griffin\griffbl01,2016-17,27,LAC,NBA,22.6,61,61,2076,479,971,441,858,38,113,320,421,112,385,497,300,57,22,142,157,1316,.493,.514,.336,.513,.760,.569
154,Zach Randolph\randoza01,2010-11,29,MEM,NBA,22.6,75,74,2724,598,1188,590,1145,8,43,300,396,326,588,914,163,63,25,151,175,1504,.503,.515,.186,.507,.758,.552
155,Jonas Valanciunas\valanjo01,2015-16,23,TOR,NBA,22.6,60,59,1557,303,536,303,536,0,0,162,213,184,363,547,42,25,80,85,158,768,.565,.565,,.565,.761,.610
156,Jameel Warney\warneja01,2017-18,24,DAL,NBA,22.6,3,0,27,7,12,7,12,0,0,3,5,4,5,9,0,0,0,1,2,17,.583,.583,,.583,.600,.599
157,Hassan Whiteside\whiteha01,2016-17,27,MIA,NBA,22.6,77,77,2513,542,973,542,973,0,0,225,358,293,795,1088,57,57,161,154,226,1309,.557,.557,,.557,.628,.579
158,Michael Beasley\beaslmi01,2015-16,27,HOU,NBA,22.5,20,0,363,107,205,104,196,3,9,38,49,29,69,98,16,11,9,24,39,255,.522,.531,.333,.529,.776,.563
159,Tim Duncan\duncati01,2011-12,35,SAS,NBA,22.5,58,58,1634,361,733,361,729,0,4,173,249,110,410,520,132,38,88,97,98,895,.492,.495,.000,.492,.695,.531
160,Karl-Anthony Towns\townska01,2015-16,20,MIN,NBA,22.5,82,82,2627,625,1153,595,1065,30,88,223,275,229,629,858,161,58,138,183,245,1503,.542,.559,.341,.555,.811,.590
161,Jonas Valanciunas\valanjo01,2017-18,25,TOR,NBA,22.5,77,77,1727,390,687,360,613,30,74,170,211,183,477,660,81,29,69,115,192,980,.568,.587,.405,.590,.806,.628
162,LaMarcus Aldridge\aldrila01,2015-16,30,SAS,NBA,22.4,74,74,2261,536,1045,536,1029,0,16,259,302,176,456,632,110,38,81,99,151,1331,.513,.521,.000,.513,.858,.565
163,Blake Griffin\griffbl01,2012-13,23,LAC,NBA,22.4,80,80,2598,577,1072,572,1044,5,28,281,426,186,476,662,299,97,50,185,231,1440,.538,.548,.179,.541,.660,.572
164,Carl Landry\landrca01,2015-16,32,PHI,NBA,22.4,36,12,569,139,250,133,237,6,13,67,91,49,97,146,32,12,9,22,69,351,.556,.561,.462,.568,.736,.605
165,Kevin Love\loveke01,2017-18,29,CLE,NBA,22.4,59,59,1651,334,729,197,399,137,330,234,266,101,445,546,103,43,24,90,120,1039,.458,.494,.415,.552,.880,.614
166,JaVale McGee\mcgeeja01,2017-18,30,GSW,NBA,22.3,65,17,615,136,219,136,213,0,6,38,52,59,110,169,33,21,57,27,91,310,.621,.638,.000,.621,.731,.641
167,Gordon Hayward\haywago01,2016-17,26,UTA,NBA,22.2,73,73,2516,545,1156,396,782,149,374,362,429,49,345,394,252,73,20,140,117,1601,.471,.506,.398,.536,.844,.595
168,Damian Lillard\lillada01,2015-16,25,POR,NBA,22.2,75,75,2676,618,1474,389,864,229,610,414,464,45,257,302,512,65,28,242,165,1879,.419,.450,.375,.497,.892,.560
169,Kyle Lowry\lowryky01,2015-16,29,TOR,NBA,22.2,77,77,2851,512,1198,300,651,212,547,398,491,55,310,365,494,158,34,225,211,1634,.427,.461,.388,.516,.811,.578
170,Blake Griffin\griffbl01,2015-16,26,LAC,NBA,22.1,35,35,1170,301,603,295,585,6,18,141,194,51,243,294,170,28,17,83,95,749,.499,.504,.333,.504,.727,.544
171,Amar'e Stoudemire\stoudam01,2012-13,30,NYK,NBA,22.1,29,0,682,154,267,154,267,0,0,105,130,60,85,145,13,10,21,50,89,413,.577,.577,,.577,.808,.637
172,Al Horford\horfoal01,2013-14,27,ATL,NBA,22.0,29,29,958,238,420,234,409,4,11,58,85,66,178,244,76,27,44,64,56,538,.567,.572,.364,.571,.682,.588
173,Kawhi Leonard\leonaka01,2014-15,23,SAS,NBA,22.0,64,64,2033,394,822,327,630,67,192,202,252,85,376,461,161,148,48,97,128,1057,.479,.519,.349,.520,.802,.567
174,Greg Monroe\monrogr01,2011-12,21,DET,NBA,22.0,66,66,2082,407,781,407,780,0,1,201,272,239,398,637,152,83,46,161,180,1015,.521,.522,.000,.521,.739,.563
175,Tony Parker\parketo01,2011-12,29,SAS,NBA,22.0,60,60,1923,427,890,413,829,14,61,227,284,22,149,171,463,57,5,153,75,1095,.480,.498,.230,.488,.799,.539
176,Dwyane Wade\wadedw01,2013-14,32,MIA,NBA,22.0,54,53,1775,415,761,406,729,9,32,189,258,60,181,241,252,79,29,161,106,1028,.545,.557,.281,.551,.733,.588
177,Andray Blatche\blatcan01,2012-13,26,BRK,NBA,21.9,82,8,1555,346,676,343,654,3,22,148,216,161,256,417,85,86,54,123,163,843,.512,.524,.136,.514,.685,.547
178,Kobe Bryant\bryanko01,2011-12,33,LAL,NBA,21.9,58,58,2232,574,1336,487,1049,87,287,381,451,66,247,313,264,69,18,204,105,1616,.430,.464,.303,.462,.845,.527
179,Tim Duncan\duncati01,2010-11,34,SAS,NBA,21.9,76,76,2156,419,838,419,834,0,4,184,257,169,509,678,203,50,146,122,119,1022,.500,.502,.000,.500,.716,.537
180,Kenneth Faried\farieke01,2011-12,22,DEN,NBA,21.9,46,39,1037,181,309,181,309,0,0,109,164,142,210,352,36,34,47,54,116,471,.586,.586,,.586,.665,.618
181,Blake Griffin\griffbl01,2010-11,21,LAC,NBA,21.9,82,82,3112,696,1376,689,1352,7,24,446,695,270,719,989,312,63,45,223,252,1845,.506,.510,.292,.508,.642,.549
182,Brook Lopez\lopezbr01,2011-12,23,NJN,NBA,21.9,5,5,136,38,77,38,77,0,0,20,32,8,10,18,6,1,4,6,8,96,.494,.494,,.494,.625,.527
183,LaMarcus Aldridge\aldrila01,2013-14,28,POR,NBA,21.8,69,69,2498,652,1423,649,1408,3,15,296,360,166,599,765,178,63,68,123,147,1603,.458,.461,.200,.459,.822,.507
184,Derrick Favors\favorde01,2014-15,23,UTA,NBA,21.8,74,74,2280,482,918,481,912,1,6,222,332,196,411,607,112,60,123,121,210,1187,.525,.527,.167,.526,.669,.558
185,DeAndre Jordan\jordade01,2016-17,28,LAC,NBA,21.8,81,81,2570,412,577,412,575,0,2,205,425,298,816,1114,96,51,134,115,212,1029,.714,.717,.000,.714,.482,.673
186,Paul Millsap\millspa01,2011-12,26,UTA,NBA,21.8,64,62,2100,426,861,419,830,7,31,202,255,180,383,563,150,118,52,112,222,1061,.495,.505,.226,.499,.792,.545
187,Greg Monroe\monrogr01,2015-16,25,MIL,NBA,21.8,79,67,2314,491,941,491,940,0,1,228,308,218,478,696,178,72,67,129,163,1210,.522,.522,.000,.522,.740,.562
188,Carmelo Anthony\anthoca01,2010-11,26,TOT,NBA,21.7,77,77,2751,684,1503,589,1252,95,251,507,605,118,445,563,221,68,46,206,224,1970,.455,.470,.378,.487,.838,.557
189,DeMarcus Cousins\couside01,2011-12,21,SAC,NBA,21.7,64,62,1950,448,999,446,985,2,14,262,373,265,438,703,102,93,75,170,257,1160,.448,.453,.143,.449,.702,.499
190,Anthony Davis\davisan02,2012-13,19,NOH,NBA,21.7,64,60,1846,349,676,349,670,0,6,169,225,165,357,522,63,75,112,89,158,867,.516,.521,.000,.516,.751,.559
191,Marc Gasol\gasolma01,2014-15,30,MEM,NBA,21.7,81,81,2687,530,1072,527,1055,3,17,350,440,115,515,630,307,70,131,176,208,1413,.494,.500,.176,.496,.795,.558
192,Pau Gasol\gasolpa01,2015-16,35,CHI,NBA,21.7,72,72,2291,467,995,443,926,24,69,229,289,155,638,793,294,42,146,164,148,1187,.469,.478,.348,.481,.792,.529
193,Manu Ginobili\ginobma01,2010-11,33,SAS,NBA,21.7,80,79,2426,441,1018,287,577,154,441,357,410,42,253,295,393,123,28,174,163,1393,.433,.497,.349,.509,.871,.581
194,Brook Lopez\lopezbr01,2015-16,27,BRK,NBA,21.7,73,73,2457,591,1157,589,1143,2,14,317,403,204,369,573,147,58,124,175,215,1501,.511,.515,.143,.512,.787,.562
195,Dirk Nowitzki\nowitdi01,2011-12,33,DAL,NBA,21.7,62,62,2079,473,1034,395,822,78,212,318,355,46,372,418,136,42,30,117,129,1342,.457,.481,.368,.495,.896,.564
196,Anderson Varejao\varejan01,2012-13,30,CLE,NBA,21.7,25,25,901,138,289,138,284,0,5,77,102,138,223,361,84,37,14,44,68,353,.478,.486,.000,.478,.755,.529
197,Ike Anigbogu\anigbik01,2017-18,19,IND,NBA,21.6,11,0,30,4,9,4,9,0,0,5,6,5,4,9,0,1,3,2,1,13,.444,.444,,.444,.833,.558
198,Andre Drummond\drumman01,2012-13,19,DET,NBA,21.6,60,10,1243,208,342,207,340,1,2,59,159,169,288,457,30,59,95,57,144,476,.608,.609,.500,.610,.371,.578
199,Derrick Favors\favorde01,2015-16,24,UTA,NBA,21.6,62,59,1983,418,811,418,807,0,4,180,254,169,334,503,94,74,91,104,150,1016,.515,.518,.000,.515,.709,.551
200,Rudy Gobert\goberru01,2014-15,22,UTA,NBA,21.6,82,37,2158,258,427,258,425,0,2,170,273,265,510,775,109,64,189,111,175,686,.604,.607,.000,.604,.623,.627
