Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1001,Roy Hibbert\hibbero01,2010-11,24,IND,NBA,15.9,81,80,2244,410,890,410,886,0,4,205,275,182,428,610,166,33,142,185,256,1025,.461,.463,.000,.461,.745,.507
1002,Richaun Holmes\holmeri01,2015-16,22,PHI,NBA,15.9,51,1,702,114,222,106,178,8,44,51,74,62,73,135,33,19,40,32,92,287,.514,.596,.182,.532,.689,.564
1003,Jarrett Jack\jackja01,2012-13,29,GSW,NBA,15.9,79,4,2349,387,857,305,654,82,203,167,198,21,222,243,439,60,11,157,134,1023,.452,.466,.404,.499,.843,.542
1004,Reggie Jackson\jacksre01,2017-18,27,DET,NBA,15.9,45,45,1201,246,577,194,408,52,169,112,134,29,96,125,238,27,4,99,87,656,.426,.475,.308,.471,.836,.516
1005,John Jenkins\jenkijo01,2014-15,23,ATL,NBA,15.9,24,3,297,49,99,28,47,21,52,16,19,2,37,39,13,10,0,8,15,135,.495,.596,.404,.601,.842,.629
1006,Tyler Johnson\johnsty01,2016-17,24,MIA,NBA,15.9,73,0,2178,357,824,264,574,93,250,195,254,50,243,293,233,84,44,90,176,1002,.433,.460,.372,.490,.768,.535
1007,Jeremy Lamb\lambje01,2015-16,23,CHO,NBA,15.9,66,0,1227,230,510,174,329,56,181,64,88,44,208,252,77,42,30,50,105,580,.451,.529,.309,.506,.727,.529
1008,Jeremy Lin\linje01,2017-18,29,BRK,NBA,15.9,1,1,25,5,12,4,10,1,2,7,7,0,0,0,4,0,0,3,3,18,.417,.400,.500,.458,1.000,.597
1009,James Michael McAdoo\mcadoja01,2015-16,23,GSW,NBA,15.9,41,1,262,45,84,44,82,1,2,26,49,30,28,58,17,10,8,16,39,117,.536,.537,.500,.542,.531,.554
1010,Nazr Mohammed\mohamna01,2010-11,33,TOT,NBA,15.9,75,37,1280,234,448,234,447,0,1,67,112,140,228,368,23,30,56,70,184,535,.522,.523,.000,.522,.598,.538
1011,Steve Novak\novakst01,2011-12,28,NYK,NBA,15.9,54,0,1020,161,337,28,55,133,282,22,26,9,95,104,12,16,9,21,59,477,.478,.509,.472,.675,.846,.684
1012,Victor Oladipo\oladivi01,2014-15,22,ORL,NBA,15.9,72,71,2573,473,1086,389,838,84,248,262,320,51,251,302,295,120,19,204,187,1292,.436,.464,.339,.474,.819,.527
1013,Kelly Olynyk\olynyke01,2014-15,23,BOS,NBA,15.9,64,13,1423,251,528,190,353,61,175,93,136,92,211,303,109,64,39,98,213,656,.475,.538,.349,.533,.684,.558
1014,Tony Parker\parketo01,2014-15,32,SAS,NBA,15.9,68,68,1953,404,832,366,743,38,89,130,166,15,114,129,335,44,2,146,108,976,.486,.493,.427,.508,.783,.539
1015,Chandler Parsons\parsoch01,2013-14,25,HOU,NBA,15.9,74,74,2783,466,987,336,636,130,351,164,221,69,340,409,298,88,29,144,168,1226,.472,.528,.370,.538,.742,.565
1016,Shavlik Randolph\randosh01,2012-13,29,BOS,NBA,15.9,16,0,198,28,48,28,48,0,0,11,27,28,42,70,4,8,7,10,38,67,.583,.583,,.583,.407,.559
