Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
3401,Randy Foye\foyera01,2016-17,33,BRK,NBA,7.3,69,40,1284,118,325,51,122,67,203,54,63,9,146,155,135,35,9,80,99,357,.363,.418,.330,.466,.857,.506
3402,Gordon Hayward\haywago01,2017-18,27,BOS,NBA,7.3,1,1,5,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,.500,1.000,.000,.500,,.500
3403,Alex Len\lenal01,2013-14,20,PHO,NBA,7.3,42,3,362,33,78,33,78,0,0,20,31,39,60,99,4,4,18,26,68,86,.423,.423,,.423,.645,.469
3404,Luc Mbah a Moute\mbahalu01,2015-16,29,LAC,NBA,7.3,75,61,1274,94,207,81,167,13,40,30,57,60,111,171,30,44,19,34,100,231,.454,.485,.325,.486,.526,.498
3405,Adonis Thomas\thomaad01,2013-14,20,TOT,NBA,7.3,6,1,37,6,14,5,9,1,5,1,1,0,3,3,3,0,0,1,6,14,.429,.556,.200,.464,1.000,.485
3406,Edwin Ubiles\ubileed01,2011-12,25,WAS,NBA,7.3,4,0,52,5,18,4,13,1,5,3,3,2,8,10,1,1,1,1,1,14,.278,.308,.200,.306,1.000,.362
3407,Denzel Valentine\valende01,2016-17,23,CHI,NBA,7.3,57,0,976,102,288,29,80,73,208,14,18,11,140,151,63,30,7,49,86,291,.354,.363,.351,.481,.778,.492
3408,Stephen Zimmerman\zimmest01,2016-17,20,ORL,NBA,7.3,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,.323,.323,,.323,.600,.346
3409,Anthony Brown\brownan02,2016-17,24,TOT,NBA,7.2,11,0,159,18,50,11,23,7,27,0,0,8,25,33,8,5,1,6,15,43,.360,.478,.259,.430,,.430
3410,Dwight Buycks\buyckdw01,2013-14,24,TOR,NBA,7.2,14,0,146,15,48,10,31,5,17,8,9,4,19,23,10,8,0,10,11,43,.313,.323,.294,.365,.889,.414
3411,Jawun Evans\evansja01,2017-18,21,LAC,NBA,7.2,48,4,778,89,253,74,199,15,54,38,49,9,75,84,100,36,6,44,97,231,.352,.372,.278,.381,.776,.421
3412,Josh Gray\grayjo01,2017-18,24,PHO,NBA,7.2,5,0,86,11,41,8,28,3,13,7,11,2,8,10,12,8,2,7,8,32,.268,.286,.231,.305,.636,.349
3413,Ben Hansbrough\hansbbe01,2012-13,25,IND,NBA,7.2,28,0,200,15,45,9,22,6,23,21,27,2,16,18,21,7,2,18,23,57,.333,.409,.261,.400,.778,.501
3414,Mario Hezonja\hezonma01,2016-17,21,ORL,NBA,7.2,65,2,960,117,330,74,186,43,144,40,50,20,126,146,62,30,15,58,74,317,.355,.398,.299,.420,.800,.450
3415,Kirk Hinrich\hinriki01,2015-16,35,TOT,NBA,7.2,46,7,631,49,129,25,67,24,62,15,16,8,62,70,73,15,2,30,64,137,.380,.373,.387,.473,.938,.504
