Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
901,Jose Calderon\caldejo01,2010-11,29,TOR,NBA,16.3,68,55,2102,262,596,205,440,57,156,88,103,30,172,202,605,81,7,148,143,669,.440,.466,.365,.487,.854,.522
902,Willie Cauley-Stein\caulewi01,2016-17,23,SAC,NBA,16.3,75,21,1421,255,481,255,479,0,2,101,151,85,254,339,80,53,44,69,147,611,.530,.532,.000,.530,.669,.558
903,Darren Collison\collida01,2012-13,25,DAL,NBA,16.3,81,47,2372,341,724,293,588,48,136,242,275,31,188,219,415,100,8,173,139,972,.471,.498,.353,.504,.880,.575
904,Hamed Haddadi\haddaha01,2011-12,26,MEM,NBA,16.3,35,0,206,26,48,26,47,0,1,18,26,28,43,71,8,1,26,21,43,70,.542,.553,.000,.542,.692,.589
905,Andre Ingram\ingraan01,2017-18,32,LAL,NBA,16.3,2,0,64,8,17,3,8,5,9,3,3,1,5,6,7,3,3,3,3,24,.471,.375,.556,.618,1.000,.655
906,Chris Kaman\kamanch01,2012-13,30,DAL,NBA,16.3,66,52,1363,313,617,313,616,0,1,67,85,97,275,372,51,29,52,103,141,693,.507,.508,.000,.507,.788,.529
907,John Lucas III\lucasjo02,2011-12,29,CHI,NBA,16.3,49,2,726,143,358,88,218,55,140,28,32,22,54,76,108,19,1,42,42,369,.399,.404,.393,.476,.875,.496
908,Kevin Martin\martike02,2013-14,30,MIN,NBA,16.3,68,68,2177,440,1023,325,726,115,297,303,340,34,169,203,121,66,6,106,123,1298,.430,.448,.387,.486,.891,.553
909,Brad Miller\millebr01,2010-11,34,HOU,NBA,16.3,60,5,1015,132,296,92,189,40,107,78,94,44,178,222,145,28,21,54,98,382,.446,.487,.374,.514,.830,.566
910,Kelly Olynyk\olynyke01,2015-16,24,BOS,NBA,16.3,69,8,1395,253,556,168,346,85,210,96,128,72,209,281,105,52,33,74,163,687,.455,.486,.405,.531,.750,.561
911,Chandler Parsons\parsoch01,2014-15,26,DAL,NBA,16.3,66,66,2186,383,829,251,482,132,347,139,193,64,259,323,161,69,19,96,140,1037,.462,.521,.380,.542,.720,.567
912,Julius Randle\randlju01,2016-17,22,LAL,NBA,16.3,74,73,2132,377,773,360,710,17,63,204,282,150,486,636,264,49,37,173,248,975,.488,.507,.270,.499,.723,.543
913,Mike Scott\scottmi01,2012-13,24,ATL,NBA,16.3,40,1,376,70,147,70,146,0,1,43,56,39,71,110,12,4,2,21,32,183,.476,.479,.000,.476,.768,.533
914,Marcus Thornton\thornma01,2012-13,25,SAC,NBA,16.3,72,8,1726,332,774,191,395,141,379,111,126,50,131,181,91,61,4,68,105,916,.429,.484,.372,.520,.881,.552
