Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
201,Brandan Wright\wrighbr03,2011-12,24,DAL,NBA,21.6,49,0,791,144,233,144,232,0,1,52,82,62,112,174,13,22,63,21,61,340,.618,.621,.000,.618,.634,.632
202,LaMarcus Aldridge\aldrila01,2010-11,25,POR,NBA,21.5,81,81,3211,707,1415,703,1392,4,23,351,444,278,431,709,170,82,94,153,220,1769,.500,.505,.174,.501,.791,.549
203,Carmelo Anthony\anthoca01,2014-15,30,NYK,NBA,21.5,40,40,1428,358,806,297,627,61,179,189,237,72,192,264,122,40,17,89,87,966,.444,.474,.341,.482,.797,.531
204,DeMar DeRozan\derozde01,2015-16,26,TOR,NBA,21.5,78,78,2804,614,1377,567,1238,47,139,555,653,64,285,349,315,81,21,175,167,1830,.446,.458,.338,.463,.850,.550
205,George Hill\hillge01,2014-15,28,IND,NBA,21.5,43,36,1267,255,535,186,342,69,193,113,143,25,154,179,220,44,14,69,111,692,.477,.544,.358,.541,.790,.579
206,Kyrie Irving\irvinky01,2014-15,22,CLE,NBA,21.5,75,75,2730,578,1235,421,857,157,378,315,365,55,182,237,389,114,20,186,146,1628,.468,.491,.415,.532,.863,.583
207,Nikola Jokic\jokicni01,2015-16,20,DEN,NBA,21.5,80,55,1733,307,600,279,516,28,84,154,190,181,379,560,189,79,50,104,208,796,.512,.541,.333,.535,.811,.582
208,Patty Mills\millspa02,2011-12,23,SAS,NBA,21.5,16,3,261,63,130,39,74,24,56,15,15,4,24,28,39,10,1,26,14,165,.485,.527,.429,.577,1.000,.604
209,Isaiah Thomas\thomais02,2015-16,26,BOS,NBA,21.5,82,79,2644,591,1382,424,917,167,465,474,544,46,197,243,509,91,9,220,167,1823,.428,.462,.359,.488,.871,.562
210,Nikola Vucevic\vucevni01,2014-15,24,ORL,NBA,21.5,74,74,2529,631,1206,629,1200,2,6,164,218,238,572,810,147,54,54,148,220,1428,.523,.524,.333,.524,.752,.548
211,Clint Capela\capelca01,2016-17,22,HOU,NBA,21.4,65,59,1551,362,563,362,563,0,0,94,177,178,348,526,63,34,79,87,179,818,.643,.643,,.643,.531,.638
212,Goran Dragic\dragigo01,2013-14,27,PHO,NBA,21.4,76,75,2668,552,1093,430,794,122,299,316,416,69,176,245,447,104,22,213,206,1542,.505,.542,.408,.561,.760,.604
213,Andre Drummond\drumman01,2014-15,21,DET,NBA,21.4,82,82,2502,494,961,494,959,0,2,142,365,437,667,1104,55,73,153,120,285,1130,.514,.515,.000,.514,.389,.504
214,Al Horford\horfoal01,2014-15,28,ATL,NBA,21.4,76,76,2318,519,965,508,929,11,36,107,141,131,413,544,244,68,98,100,121,1156,.538,.547,.306,.544,.759,.563
215,Kyrie Irving\irvinky01,2012-13,20,CLE,NBA,21.4,59,59,2048,484,1070,375,791,109,279,248,290,34,182,216,350,89,21,191,146,1325,.452,.474,.391,.503,.855,.553
