Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
2701,Miles Plumlee\plumlmi01,2017-18,29,ATL,NBA,10.6,55,35,918,105,180,105,180,0,0,27,60,77,151,228,45,17,30,63,79,237,.583,.583,,.583,.450,.574
2702,Phil Pressey\pressph01,2015-16,24,TOT,NBA,10.6,23,0,283,30,78,26,60,4,18,13,25,3,28,31,75,18,4,33,28,77,.385,.433,.222,.410,.520,.433
2703,Nate Robinson\robinna01,2014-15,30,TOT,NBA,10.6,42,1,591,88,255,57,143,31,112,31,46,17,33,50,97,20,3,30,76,238,.345,.399,.277,.406,.674,.432
2704,Brandon Rush\rushbr01,2010-11,25,IND,NBA,10.6,67,21,1754,217,515,124,292,93,223,80,106,33,184,217,62,41,35,69,107,607,.421,.425,.417,.512,.755,.540
2705,Josh Smith\smithjo03,2015-16,30,TOT,NBA,10.6,55,7,880,127,349,86,206,41,143,37,67,51,141,192,90,34,47,77,118,332,.364,.417,.287,.423,.552,.439
2706,Jamaal Tinsley\tinslja01,2012-13,34,UTA,NBA,10.6,66,32,1221,86,234,47,107,39,127,18,26,17,98,115,290,64,14,106,106,229,.368,.439,.307,.451,.692,.467
2707,Von Wafer\wafervo01,2010-11,25,BOS,NBA,10.6,58,2,553,67,159,49,92,18,67,32,38,7,42,49,35,18,5,20,39,184,.421,.533,.269,.478,.842,.524
2708,Derrick Williams\willide02,2016-17,25,TOT,NBA,10.6,50,11,804,108,244,78,147,30,97,58,89,19,111,130,28,14,7,28,60,304,.443,.531,.309,.504,.652,.537
2709,Brandon Davies\daviebr01,2014-15,23,TOT,NBA,10.5,27,6,423,55,137,47,103,8,34,24,37,38,45,83,30,18,7,29,59,142,.401,.456,.235,.431,.649,.463
2710,Henry Ellenson\ellenhe01,2017-18,21,DET,NBA,10.5,38,0,329,53,146,33,86,20,60,25,29,10,71,81,20,5,0,18,22,151,.363,.384,.333,.432,.862,.476
2711,Alonzo Gee\geeal01,2012-13,25,CLE,NBA,10.5,82,82,2541,305,744,236,525,69,219,163,205,75,245,320,133,107,29,132,199,842,.410,.450,.315,.456,.795,.505
2712,Danny Green\greenda02,2015-16,28,SAS,NBA,10.5,79,79,2062,211,561,95,212,116,349,34,46,48,255,303,141,79,64,75,141,572,.376,.448,.332,.480,.739,.492
2713,Jeff Green\greenje02,2016-17,30,ORL,NBA,10.5,69,11,1534,220,558,167,365,53,193,145,168,39,175,214,81,37,13,75,103,638,.394,.458,.275,.442,.863,.505
2714,Udonis Haslem\hasleud01,2013-14,33,MIA,NBA,10.5,46,18,653,74,146,74,146,0,0,25,44,42,133,175,13,11,15,24,79,173,.507,.507,,.507,.568,.523
2715,Josh Howard\howarjo01,2011-12,31,UTA,NBA,10.5,43,18,991,144,361,135,324,9,37,75,97,39,119,158,50,32,10,53,91,372,.399,.417,.243,.411,.773,.461
2716,Omari Johnson\johnsom01,2017-18,28,MEM,NBA,10.5,4,0,75,9,21,5,9,4,12,0,0,4,7,11,7,2,0,3,6,22,.429,.556,.333,.524,,.524
2717,Sergey Karasev\karasse01,2014-15,21,BRK,NBA,10.5,33,16,555,54,134,38,80,16,54,29,38,22,44,66,46,23,1,24,45,153,.403,.475,.296,.463,.763,.508
2718,Viacheslav Kravtsov\kravtvi01,2013-14,26,PHO,NBA,10.5,20,0,59,8,15,8,15,0,0,4,8,9,8,17,1,0,1,6,7,20,.533,.533,,.533,.500,.540
