Rk,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Pau Gasol\gasolpa01,2016-17,36,SAS,NBA,20.2,64,39,1627,303,604,247,500,56,104,130,184,107,394,501,150,24,70,81,110,792,.502,.494,.538,.548,.707,.578
302,Paul George\georgpa01,2016-17,26,IND,NBA,20.2,75,75,2689,622,1348,427,852,195,496,336,374,58,434,492,251,119,27,220,206,1775,.461,.501,.393,.534,.898,.587
303,Gordon Hayward\haywago01,2014-15,24,UTA,NBA,20.2,76,76,2618,484,1087,364,757,120,330,375,462,54,319,373,313,108,30,206,131,1463,.445,.481,.364,.500,.812,.567
304,Al Jefferson\jeffeal01,2017-18,33,IND,NBA,20.2,36,1,484,111,208,111,205,0,3,30,36,30,113,143,30,16,23,21,66,252,.534,.541,.000,.534,.833,.563
305,DeAndre Jordan\jordade01,2017-18,29,LAC,NBA,20.2,77,77,2424,373,578,373,578,0,0,181,312,329,842,1171,117,39,71,137,203,927,.645,.645,,.645,.580,.648
306,Larry Nance\nancela02,2017-18,25,TOT,NBA,20.2,66,27,1421,240,413,238,401,2,12,91,137,161,291,452,82,88,38,51,172,573,.581,.594,.167,.584,.664,.605
307,Nikola Pekovic\pekovni01,2012-13,27,MIN,NBA,20.2,62,62,1959,385,741,385,741,0,0,241,324,230,315,545,53,43,50,101,143,1011,.520,.520,,.520,.744,.572
308,Lou Williams\willilo02,2011-12,25,PHI,NBA,20.2,64,0,1682,318,782,235,553,83,229,237,292,30,125,155,221,53,18,71,90,956,.407,.425,.362,.460,.812,.525
309,Lou Williams\willilo02,2017-18,31,LAC,NBA,20.2,79,19,2589,582,1337,396,819,186,518,432,491,40,158,198,417,85,19,234,106,1782,.435,.484,.359,.505,.880,.574
310,Bradley Beal\bealbr01,2016-17,23,WAS,NBA,20.1,77,77,2684,637,1322,414,770,223,552,282,342,53,187,240,267,83,21,156,169,1779,.482,.538,.404,.566,.825,.604
311,Tyson Chandler\chandty01,2014-15,32,DAL,NBA,20.1,75,75,2286,293,440,293,440,0,0,185,257,294,570,864,84,42,91,105,169,771,.666,.666,,.666,.720,.697
312,Paul George\georgpa01,2013-14,23,IND,NBA,20.1,80,80,2898,577,1362,395,862,182,500,401,464,64,478,542,283,151,22,224,198,1737,.424,.458,.364,.490,.864,.555
313,Kyrie Irving\irvinky01,2013-14,21,CLE,NBA,20.1,71,71,2496,532,1237,409,893,123,344,291,338,52,207,259,433,108,23,190,163,1478,.430,.458,.358,.480,.861,.533
314,Al Jefferson\jeffeal01,2010-11,26,UTA,NBA,20.1,82,82,2940,654,1319,654,1319,0,0,220,289,235,559,794,149,46,153,105,238,1528,.496,.496,,.496,.761,.528
315,Kyle Lowry\lowryky01,2013-14,27,TOR,NBA,20.1,79,79,2862,457,1080,267,580,190,500,313,385,88,281,369,586,121,15,194,267,1417,.423,.460,.380,.511,.813,.567
316,Jonas Valanciunas\valanjo01,2016-17,24,TOR,NBA,20.1,80,80,2066,391,702,390,700,1,2,176,217,226,533,759,57,37,63,106,216,959,.557,.557,.500,.558,.811,.601
317,David West\westda01,2012-13,32,IND,NBA,20.1,73,73,2435,502,1009,498,990,4,19,242,315,145,418,563,213,74,69,157,149,1250,.498,.503,.211,.500,.768,.545
318,Eric Bledsoe\bledser01,2015-16,26,PHO,NBA,20.0,31,31,1059,223,492,175,363,48,129,138,172,18,107,125,190,63,19,110,75,632,.453,.482,.372,.502,.802,.557
319,Chris Bosh\boshch01,2012-13,28,MIA,NBA,20.0,74,74,2454,485,907,464,833,21,74,241,302,131,370,501,123,66,101,128,168,1232,.535,.557,.284,.546,.798,.592
320,Mike Conley\conlemi01,2013-14,26,MEM,NBA,20.0,73,73,2446,463,1030,358,739,105,291,225,276,41,172,213,441,110,13,150,141,1256,.450,.484,.361,.500,.815,.545
321,Ed Davis\davised01,2014-15,25,LAL,NBA,20.0,79,24,1840,282,469,282,469,0,0,92,189,230,370,600,94,49,98,58,202,656,.601,.601,,.601,.487,.594
322,Manu Ginobili\ginobma01,2013-14,36,SAS,NBA,20.0,68,3,1550,294,627,204,369,90,258,160,188,30,172,202,293,70,17,139,128,838,.469,.553,.349,.541,.851,.590
323,Paul Millsap\millspa01,2014-15,29,ATL,NBA,20.0,73,73,2390,443,930,366,714,77,216,255,337,139,431,570,223,130,69,166,201,1218,.476,.513,.356,.518,.757,.565
324,Joakim Noah\noahjo01,2013-14,28,CHI,NBA,20.0,80,80,2820,380,800,380,798,0,2,247,335,282,618,900,431,99,121,194,245,1007,.475,.476,.000,.475,.737,.531
325,Kyle O'Quinn\oquinky01,2017-18,27,NYK,NBA,20.0,77,10,1387,224,384,220,367,4,17,98,127,121,349,470,158,36,98,100,192,550,.583,.599,.235,.589,.772,.625
326,Ben Simmons\simmobe01,2017-18,21,PHI,NBA,20.0,81,81,2732,544,998,544,987,0,11,191,341,145,514,659,661,140,70,278,211,1279,.545,.551,.000,.545,.560,.557
327,Jarnell Stokes\stokeja01,2015-16,22,TOT,NBA,20.0,7,0,18,3,5,3,5,0,0,1,2,1,3,4,1,1,0,0,1,7,.600,.600,,.600,.500,.595
328,Shayne Whittington\whittsh01,2014-15,23,IND,NBA,20.0,20,0,108,19,42,18,36,1,6,18,23,10,19,29,6,5,2,5,18,57,.452,.500,.167,.464,.783,.547
329,Alexis Ajinca\ajincal01,2014-15,26,NOP,NBA,19.9,68,8,957,181,329,181,329,0,0,81,99,104,211,315,47,21,51,69,151,443,.550,.550,,.550,.818,.595
330,Jeremy Evans\evansje01,2012-13,25,UTA,NBA,19.9,37,0,215,27,44,27,43,0,1,21,33,26,32,58,11,8,13,8,30,75,.614,.628,.000,.614,.636,.641
331,Kyrie Irving\irvinky01,2015-16,23,CLE,NBA,19.9,53,53,1667,394,879,310,617,84,262,169,191,44,113,157,249,56,18,124,107,1041,.448,.502,.321,.496,.885,.540
332,Jeremy Lin\linje01,2011-12,23,NYK,NBA,19.9,35,25,940,171,383,147,308,24,75,146,183,18,89,107,216,55,9,126,78,512,.446,.477,.320,.478,.798,.552
333,CJ McCollum\mccolcj01,2016-17,25,POR,NBA,19.9,80,80,2796,692,1441,507,1002,185,439,268,294,60,229,289,285,72,42,172,202,1837,.480,.506,.421,.544,.912,.585
334,JaVale McGee\mcgeeja01,2015-16,28,DAL,NBA,19.9,34,2,370,77,134,77,133,0,1,18,36,53,80,133,3,5,26,21,49,172,.575,.579,.000,.575,.500,.574
335,JaVale McGee\mcgeeja01,2011-12,24,TOT,NBA,19.9,61,45,1535,307,552,307,552,0,0,77,167,163,314,477,31,35,132,87,166,691,.556,.556,,.556,.461,.552
336,Shabazz Muhammad\muhamsh01,2014-15,22,MIN,NBA,19.9,38,13,866,194,397,174,346,20,51,104,145,63,91,154,44,18,7,35,49,512,.489,.503,.392,.514,.717,.556
337,Julius Randle\randlju01,2017-18,23,LAL,NBA,19.9,82,49,2190,504,904,494,859,10,45,305,425,181,472,654,210,43,45,213,274,1323,.558,.575,.222,.563,.718,.606
338,John Wall\walljo01,2014-15,24,WAS,NBA,19.9,79,79,2837,519,1166,454,949,65,217,284,362,36,330,366,792,138,45,304,180,1387,.445,.478,.300,.473,.785,.523
339,Lou Williams\willilo02,2014-15,28,TOR,NBA,19.9,80,0,2016,375,928,223,481,152,447,340,395,24,127,151,164,88,10,101,103,1242,.404,.464,.340,.486,.861,.564
340,Chris Bosh\boshch01,2014-15,30,MIA,NBA,19.8,44,44,1556,343,745,280,577,63,168,179,232,46,264,310,95,41,25,95,69,928,.460,.485,.375,.503,.772,.548
341,Goran Dragic\dragigo01,2016-17,30,MIA,NBA,19.8,73,73,2459,534,1124,417,835,117,289,298,377,62,217,279,423,89,13,212,199,1483,.475,.499,.405,.527,.790,.575
342,Kenneth Faried\farieke01,2013-14,24,DEN,NBA,19.8,80,77,2178,447,820,447,817,0,3,202,311,238,446,684,96,70,69,135,193,1096,.545,.547,.000,.545,.650,.573
343,Al Horford\horfoal01,2012-13,26,ATL,NBA,19.8,74,74,2756,576,1060,573,1054,3,6,134,208,195,562,757,240,78,78,147,163,1289,.543,.544,.500,.545,.644,.560
344,Paul Millsap\millspa01,2012-13,27,UTA,NBA,19.8,78,78,2375,429,875,416,836,13,39,264,356,177,377,554,201,102,80,138,232,1135,.490,.498,.333,.498,.742,.550
345,Paul Millsap\millspa01,2010-11,25,UTA,NBA,19.8,76,76,2605,525,988,516,965,9,23,256,338,164,415,579,187,103,69,145,272,1315,.531,.535,.391,.536,.757,.578
346,Paul Millsap\millspa01,2013-14,28,ATL,NBA,19.8,74,73,2482,483,1047,407,835,76,212,286,391,154,473,627,232,129,78,185,210,1328,.461,.487,.358,.498,.731,.545
347,Yao Ming\mingya01,2010-11,30,HOU,NBA,19.8,5,5,91,18,37,18,37,0,0,15,16,7,20,27,4,0,8,7,13,51,.486,.486,,.486,.938,.579
348,Dirk Nowitzki\nowitdi01,2012-13,34,DAL,NBA,19.8,53,47,1661,343,728,278,571,65,157,166,193,37,326,363,132,38,37,70,93,917,.471,.487,.414,.516,.860,.564
