k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
952,Alec Asher\asheral01,0.1,2015,2018,23-26,15,18,18,0,3,1,0,0,2,0,0,9,0,0,0,0,0,0,.167,.167,.222,.389,/*1,PHI-BAL-MIL
953,Abiatal Avelino\aveliab01,0.1,2018,2018,23-23,6,11,11,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,.273,.273,.273,.545,/*6H4,SFG
954,Daniel Corcino\corcida01,0.1,2014,2018,23-27,7,6,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,.250,.250,.250,.500,/*1,CIN-LAD
955,Doug Fister\fistedo01,0.1,2011,2018,27-34,76,126,103,6,16,3,0,0,4,3,0,40,0,20,0,0,0,0,.155,.179,.184,.364,*1/H,SEA-DET-WSN-HOU-BOS-TEX
956,Santiago Casilla\garcija01,0.1,2011,2018,30-37,354,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,.250,.400,.250,.650,*1,SFG-OAK
957,Austin Gomber\gombeau01,0.1,2018,2018,24-24,27,21,19,1,4,1,0,0,4,0,0,3,0,2,0,0,0,0,.211,.211,.263,.474,/*1,STL
958,Miguel Gomez\gomezmi01,0.1,2017,2018,24-25,31,49,48,6,12,2,0,0,3,0,0,11,0,0,1,1,0,0,.250,.245,.292,.537,/*H4,SFG
959,Jason Hammel\hammeja01,0.1,2011,2018,28-35,125,266,231,17,39,5,0,1,18,4,0,80,0,30,1,3,0,0,.169,.182,.203,.386,*1/H,COL-BAL-CHC-OAK-KCR
960,J.J. Hoover\hoovejj01,0.1,2012,2018,24-30,268,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,*1,CIN-ARI-MIL
961,Drew Hutchison\hutchdr01,0.1,2012,2018,21-27,23,12,11,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,.273,.333,.273,.606,/*1H,TOR-PIT-PHI-TEX
962,Ty Kelly\kellyty01,0.1,2016,2018,27-29,118,188,158,21,32,8,1,3,21,20,0,36,1,4,5,3,0,0,.203,.288,.323,.611,/*H745983,NYM-PHI
963,Rafael Lopez\lopezra02,0.1,2014,2018,26-30,76,201,174,20,32,3,0,7,26,22,3,71,0,0,4,2,1,0,.184,.270,.322,.592,/*2H35D,CHC-CIN-TOR-SDP
964,Mike Marjama\marjami01,0.1,2017,2018,27-28,15,38,36,2,6,4,0,1,1,2,0,7,0,0,0,2,0,1,.167,.211,.361,.572,/*2H,SEA
965,Lance McCullers Jr.\mcculla02,0.1,2015,2018,21-24,4,10,10,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.100,.100,.100,.200,/*1,HOU
966,Alexi Ogando\ogandal01,0.1,2011,2018,27-34,44,5,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,.400,.400,.400,.800,*1,TEX-BOS-ATL-CLE
967,Gregorio Petit\petitgr01,0.1,2014,2018,29-33,172,437,404,49,99,26,1,4,34,25,2,106,3,3,2,8,4,3,.245,.293,.344,.637,/465HD739,HOU-NYY-LAA-MIN
968,Enny Romero\romeren01,0.1,2013,2018,22-27,63,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,.500,.500,1.000,1.500,*1,TBR-WSN-PIT-KCR
969,Brandon Snyder\snydebr03,0.1,2011,2018,24-31,112,191,180,26,42,12,1,9,26,7,0,64,3,1,0,2,0,0,.233,.274,.461,.735,/*H537D92,BAL-TEX-BOS-ATL-TBR
970,Jackson Stephens\stephja01,0.1,2017,2018,23-24,35,9,8,1,2,0,0,0,2,1,0,3,0,0,0,0,0,0,.250,.333,.250,.583,/*1,CIN
971,Chris Volstad\volstch01,0.1,2011,2018,24-31,59,86,74,3,14,2,0,0,2,1,0,29,0,11,0,1,0,0,.189,.200,.216,.416,/*1,FLA-CHC-COL-PIT-CHW
972,Tim Adleman\adlemti01,0.1,2016,2017,28-29,39,55,50,2,7,3,0,0,5,0,0,21,0,5,0,0,0,0,.140,.140,.200,.340,/*1,CIN
973,Antonio Bastardo\bastaan01,0.1,2011,2017,25-31,367,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,.000,.500,.000,.500,*1,PHI-PIT-NYM
974,Lisalverto Bonilla\bonilli01,0.1,2014,2017,24-27,7,8,6,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,.167,.375,.167,.542,/*1,TEX-CIN
975,Jake Buchanan\buchaja01,0.1,2014,2017,24-27,8,5,4,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,.250,.400,.250,.650,/*1,HOU-CHC-CIN
976,Carter Capps\cappsca01,0.1,2012,2017,21-26,60,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,*1,SEA-MIA-SDP
977,Chris Heston\hestoch01,0.1,2014,2017,26-29,36,59,52,1,10,2,0,0,3,0,0,19,0,7,0,1,0,0,.192,.192,.231,.423,/*1,SFG-SEA-MIN
978,Jean Machi\machije01,0.1,2012,2017,30-35,163,7,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,.000,.000,.000,.000,*1,SFG-BOS-SEA
979,Alex Meyer\meyeral01,0.1,2015,2017,25-27,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,/*1,MIN-LAA
980,Dan Runzler\runzlda01,0.1,2011,2017,26-32,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,/*1,SFG-PIT
981,Tony Sanchez\sanchto01,0.1,2013,2017,25-29,52,156,144,14,37,5,0,4,18,7,0,46,3,0,2,2,0,0,.257,.301,.375,.676,/*2HD,PIT-ATL
982,Albert Suarez\suareal01,0.1,2016,2017,26-27,37,26,23,1,4,2,0,0,2,0,0,11,0,3,0,0,0,0,.174,.174,.261,.435,/*1,SFG
983,Jose Torres\torrejo02,0.1,2016,2017,22-23,61,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,SDP
984,Dariel Alvarez\alvarda02,0.1,2015,2016,26-27,14,35,32,3,8,2,0,1,1,3,0,8,0,0,0,0,0,0,.250,.314,.406,.721,/*9H8,BAL
985,Matt Duffy\duffyma02,0.1,2015,2016,26-27,11,12,11,0,3,1,0,0,3,1,0,4,0,0,0,0,0,0,.273,.333,.364,.697,/*H53,HOU
986,Cody Ege\egeco01,0.1,2016,2016,25-25,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,MIA-LAA
987,Keith Hessler\hesslke01,0.1,2015,2016,26-27,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,/*1,ARI-SDP
988,Luke Hochevar\hochelu01,0.1,2011,2016,27-32,14,7,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.143,.143,.143,.286,*1,KCR
989,Vin Mazzaro\mazzavi01,0.1,2011,2016,24-29,71,15,14,0,3,0,0,0,1,0,0,9,0,1,0,0,0,0,.214,.214,.214,.429,/*1,KCR-PIT-MIA-SFG
990,Brett Oberholtzer\oberhbr01,0.1,2013,2016,23-26,26,10,7,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,.143,.250,.143,.393,/*1,HOU-PHI-LAA
991,ByungHo Park\parkby01,0.1,2016,2016,29-29,62,244,215,28,41,9,1,12,24,21,0,80,5,0,3,3,1,0,.191,.275,.409,.684,/*D3H,MIN
992,Jordan Patterson\pattejo03,0.1,2016,2016,24-24,10,19,18,1,8,1,0,0,2,1,0,1,0,0,0,0,0,1,.444,.474,.500,.974,/*9H37,COL
993,Jake Peavy\peavyja01,0.1,2011,2016,30-35,67,118,107,10,13,3,0,1,7,4,0,46,0,7,0,0,0,0,.121,.153,.178,.331,*1,CHW-BOS-SFG
994,Yefri Perez\perezye01,0.1,2016,2016,25-25,12,3,3,5,2,1,0,0,0,0,0,1,0,0,0,0,4,2,.667,.667,1.000,1.667,/*H64,MIA
995,Branden Pinder\pindebr01,0.1,2015,2016,26-27,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,/*1,NYY
996,Anthony Ranaudo\ranauan01,0.1,2014,2016,24-26,5,10,10,1,1,0,0,1,1,0,0,6,0,0,0,0,0,0,.100,.100,.400,.500,/*1,BOS-TEX-CHW
997,Nolan Reimold\reimono01,0.1,2011,2016,27-32,337,1014,904,121,215,38,5,38,115,91,5,253,9,0,10,21,10,5,.238,.311,.417,.728,*7/9HD8,BAL-ARI-TOR
998,Donn Roach\roachdo01,0.1,2014,2016,24-26,17,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,.400,.400,.600,1.000,/*1,SDP-CHC-SEA
999,Chin-hui Tsao\tsaoch01,0.1,2015,2016,34-35,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,/*1,LAD
1000,Burke Badenhop\badenbu01,0.1,2011,2015,28-32,180,11,10,1,2,1,0,0,1,1,0,7,0,0,0,0,0,0,.200,.273,.300,.573,*1,FLA-TBR-MIL-BOS-CIN
