k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
1362,Kevin McGowan\mcgowke01,0.0,2017,2017,25-25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,NYM
1363,Eric O'Flaherty\oflaher01,0.0,2011,2017,26-32,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,ATL-OAK-NYM
1364,Mike Ohlman\ohlmami01,0.0,2017,2017,26-26,7,13,13,1,3,0,0,0,1,0,0,3,0,0,0,0,0,0,.231,.231,.231,.462,/*2H,TOR
1365,Mike Pelfrey\pelfrmi01,0.0,2011,2017,27-33,38,74,65,2,9,3,0,0,4,4,0,16,0,5,0,1,0,0,.138,.188,.185,.373,*1,NYM-MIN-DET-CHW
1366,Glen Perkins\perkigl01,0.0,2011,2017,28-34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,MIN
1367,Ricardo Pinto\pintori01,0.0,2017,2017,23-23,25,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,/*1H,PHI
1368,Zach Putnam\putnaza01,0.0,2011,2017,23-29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,CLE-COL-CHC-CHW
1369,Chad Qualls\quallch01,0.0,2011,2017,32-38,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SDP-PIT-PHI-NYY-MIA-HOU-COL
1370,Raudy Read\readra01,0.0,2017,2017,23-23,8,11,11,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,.273,.273,.273,.545,/*H2,WSN
1371,Francisco Rodriguez\rodrifr03,0.0,2011,2017,29-35,301,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,*1,NYM-MIL-BAL-DET
1372,Joely Rodriguez\rodrijo06,0.0,2016,2017,24-25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1H,PHI
1373,Robbie Ross\rossro01,0.0,2012,2017,23-28,20,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.250,.000,.250,*1,TEX-BOS
1374,Hector Sanchez\sanchhe01,0.0,2011,2017,21-27,347,834,783,60,186,38,0,21,120,34,2,207,7,1,9,17,0,1,.238,.273,.367,.639,*2H/3D,SFG-SDP-CHW
1375,Tanner Scheppers\schepta01,0.0,2012,2017,25-30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TEX
1376,Evan Scribner\scribev01,0.0,2011,2017,25-31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SDP-OAK-SEA
1377,Shae Simmons\simmosh01,0.0,2014,2017,23-26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL-SEA
1378,Dan Slania\slanida01,0.0,2017,2017,25-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SFG
1379,Ashur Tolliver\tollias01,0.0,2016,2017,28-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,BAL-HOU
1380,Koji Uehara\ueharko01,0.0,2011,2017,36-42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,TEX-BAL-BOS-CHC
1381,Alex Wimmers\wimmeal01,0.0,2016,2017,27-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIN
1382,Michael Ynoa\ynoami01,0.0,2016,2017,24-25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHW
1383,Tony Zych\zychto01,0.0,2015,2017,24-26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,SEA
1384,A.J. Achter\achteaj01,0.0,2014,2016,25-27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIN-LAA
1385,Wilfredo Boscan\boscawi01,0.0,2016,2016,26-26,5,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,.333,.333,.333,.667,/*1,PIT
1386,Jed Bradley\bradlje01,0.0,2016,2016,26-26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL
1387,Mike Broadway\broadmi01,0.0,2015,2016,28-29,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,/*1,SFG
1388,Enrique Burgos\burgoen02,0.0,2015,2016,24-25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ARI
1389,Andy Burns\burnsan01,0.0,2016,2016,25-25,10,7,6,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.000,.143,.000,.143,/*H537,TOR
1390,Mauricio Cabrera\cabrema01,0.0,2016,2016,22-22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL
1391,Matt Carasiti\carasma01,0.0,2016,2016,24-24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,COL
1392,Scott Carroll\carrosc02,0.0,2014,2016,29-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHW
1393,Kevin Chapman\chapmke02,0.0,2013,2016,25-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,HOU
1394,Joe Colon\colonjo01,0.0,2016,2016,26-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CLE
1395,Gerardo Concepcion\concege01,0.0,2016,2016,24-24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,CHC
1396,Caleb Cotham\cothaca01,0.0,2015,2016,27-28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,NYY-CIN
1397,Tyler Cravy\cravyty01,0.0,2015,2016,25-26,31,15,12,1,1,0,0,1,1,0,0,4,0,3,0,0,0,0,.083,.083,.333,.417,/*1,MIL
1398,Brandon Cunniff\cunnibr02,0.0,2015,2016,26-27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,ATL
1399,Pat Dean\deanpa02,0.0,2016,2016,27-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1,MIN
1400,Steve Delabar\delabst01,0.0,2011,2016,27-32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1,SEA-TOR-CIN
