k,Player,WAR/pos,From,To,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,Tm
546,Brandon Drury\drurybr01,1.2,2015,2019,22-26,369,1332,1233,129,317,87,4,38,151,79,3,291,12,0,8,36,2,2,.257,.306,.427,.733,4/57H96D3,ARI-TOR-NYY
547,Joey Rickard\rickajo01,1.2,2016,2019,25-28,317,924,849,98,208,45,3,19,67,56,1,205,11,5,3,12,19,6,.245,.299,.372,.671,*97/8HD,BAL
548,Yovani Gallardo\gallayo01,1.2,2011,2018,25-32,136,291,257,19,49,11,0,4,18,5,0,98,0,29,0,3,0,0,.191,.206,.280,.486,*1/H,MIL-TEX-BAL-SEA-CIN
549,Chris Gimenez\gimench01,1.2,2011,2018,28-35,313,870,758,100,175,36,1,20,74,90,1,203,7,11,4,24,4,2,.231,.317,.360,.677,*2/3H175D,SEA-TBR-TEX-CLE-MIN-CHC
550,Steven Tolleson\tollest01,1.2,2012,2015,28-31,156,310,282,34,67,15,3,5,25,20,0,75,2,5,1,6,6,1,.238,.292,.365,.657,/4H5769D1,BAL-TOR
551,John McDonald\mcdonjo03,1.2,2011,2014,36-39,300,626,569,49,122,22,1,9,53,37,5,94,5,11,3,9,3,6,.214,.267,.304,.571,65/H4D71,ARI-TOR-PIT-PHI-CLE-BOS-LAA
552,Humberto Quintero\quinthu01,1.2,2011,2014,31-34,171,558,533,37,126,29,1,7,58,16,3,112,3,3,3,17,1,1,.236,.261,.334,.595,*2/H,HOU-KCR-PHI-SEA
553,Brian Roberts\roberbr01,1.2,2011,2014,33-36,224,896,811,93,189,35,6,16,84,71,2,130,1,5,8,17,17,7,.233,.293,.350,.643,*4/DH,BAL-NYY
554,Hanser Alberto\alberha01,1.1,2015,2019,22-26,142,390,372,30,93,11,1,3,23,9,0,58,1,6,2,4,6,3,.250,.268,.309,.577,/45H6D3791,TEX-BAL
555,Patrick Corbin\corbipa01,1.1,2012,2019,22-29,180,366,317,27,52,8,3,0,21,18,0,129,1,30,0,4,0,1,.164,.211,.208,.420,*1/H,ARI-WSN
556,Hyun-Jin Ryu\ryuhy01,1.1,2013,2019,26-32,104,224,185,17,33,8,1,0,10,11,0,83,1,27,0,1,0,0,.178,.228,.232,.461,*1/H,LAD
557,Kevan Smith\smithke04,1.1,2016,2019,28-31,171,582,537,57,151,30,0,8,58,28,0,81,10,2,4,19,2,0,.281,.326,.382,.708,*2/HD,CHW-LAA
558,Max Stassi\stassma01,1.1,2013,2019,22-28,150,398,354,43,79,16,0,12,41,34,0,114,8,1,1,11,0,0,.223,.305,.370,.675,*2/HD3,HOU
559,Daniel Vogelbach\vogelda01,1.1,2016,2019,23-26,124,394,330,47,79,12,0,21,55,60,1,94,3,0,1,8,0,0,.239,.360,.467,.827,/D3H,SEA
560,Matt den Dekker\dendema01,1.1,2013,2018,25-30,166,415,368,46,82,19,1,7,30,41,0,100,3,2,1,1,12,6,.223,.305,.337,.642,/7H89,NYM-WSN-DET
561,Jeremy Hazelbaker\hazelje01,1.1,2016,2017,28-29,155,285,252,45,65,9,5,14,38,27,4,84,0,4,2,1,6,2,.258,.327,.500,.827,/*H789,STL-ARI
562,T.J. Rivera\rivertj01,1.1,2016,2017,27-28,106,344,319,37,97,17,2,8,43,12,0,49,6,1,6,6,1,0,.304,.335,.445,.780,/45H37,NYM
563,Jose Fernandez\fernajo02,1.1,2013,2016,20-23,71,159,136,11,29,4,1,2,14,1,0,43,0,21,1,3,0,0,.213,.217,.301,.519,/*1H,MIA
564,Jon Niese\niesejo01,1.1,2011,2016,24-29,164,332,280,24,40,5,1,0,15,27,0,130,0,25,0,2,0,0,.143,.218,.168,.386,*1/H,NYM-PIT
565,Jemile Weeks\weeksje01,1.1,2011,2016,24-29,260,1068,955,121,243,45,18,4,62,78,1,155,11,16,8,10,41,16,.254,.316,.352,.667,*4/HD685,OAK-BOS-BAL-SDP
566,Jose Tabata\tabatjo01,1.1,2011,2015,22-26,407,1324,1187,147,317,60,11,13,91,101,1,197,18,13,5,36,28,23,.267,.333,.369,.702,97H/8D,PIT
567,Chris Getz\getzch01,1.1,2011,2014,27-30,270,904,803,102,199,23,7,1,61,62,3,90,4,31,4,18,48,13,.248,.304,.298,.601,*4/HD6,KCR-TOR
568,Juan Pierre\pierrju01,1.1,2011,2013,33-35,401,1480,1341,175,375,38,12,4,83,79,0,95,14,42,4,15,87,30,.280,.325,.335,.660,*7/HD,CHW-PHI-MIA
569,Andruw Jones\jonesan01,1.1,2011,2012,34-35,171,491,423,54,93,15,0,27,67,57,1,133,8,0,3,5,0,0,.220,.322,.447,.769,/*79HD,NYY
570,Michael Chavis\chavimi01,1.0,2019,2019,23-23,49,205,181,27,45,4,1,11,31,21,1,68,3,0,0,7,2,1,.249,.337,.464,.801,/*43H5D,BOS
571,Wilmer Flores\florewi01,1.0,2013,2019,21-27,623,2149,1994,227,524,105,2,70,267,111,6,275,18,3,23,55,3,3,.263,.304,.423,.727,6354/HD,NYM-ARI
572,Vladimir Guerrero Jr.\guerrvl02,1.0,2019,2019,20-20,39,164,149,16,40,8,0,7,19,14,0,30,0,0,1,6,0,1,.268,.329,.463,.792,/*5DH,TOR
573,Ronald Guzman\guzmaro01,1.0,2018,2019,23-24,164,569,513,63,119,30,2,22,79,46,2,160,8,0,2,13,2,2,.232,.304,.427,.731,*3/HD,TEX
574,Danny Santana\santada01,1.0,2014,2019,23-28,410,1332,1247,181,324,70,19,17,117,56,3,320,12,11,5,16,55,21,.260,.297,.387,.684,86/H749D35,MIN-ATL-TEX
575,Julio Teheran\teherju01,1.0,2011,2019,20-28,204,432,355,10,54,6,0,1,24,9,0,100,2,64,2,3,0,0,.152,.177,.177,.354,*1/H,ATL
576,Trayce Thompson\thomptr01,1.0,2015,2018,24-27,202,589,535,69,110,24,4,22,59,52,2,165,0,1,1,6,9,2,.206,.276,.389,.664,/987HD,CHW-LAD-OAK
577,Conor Gillaspie\gillaco01,1.0,2011,2017,23-29,505,1544,1419,146,356,73,14,33,158,105,13,245,7,0,13,20,1,8,.251,.303,.392,.695,*5H/3D4,SFG-CHW-LAA
578,Rickie Weeks\weeksri01,1.0,2011,2017,28-34,682,2289,2004,287,477,110,9,72,209,230,5,582,47,1,7,46,41,12,.238,.330,.410,.739,*4H/7D39,MIL-SEA-ARI-TBR
579,Josh Wilson\wilsojo03,1.0,2011,2015,30-34,135,270,250,33,59,13,1,3,22,11,0,68,3,6,0,10,2,0,.236,.277,.332,.609,/4H56731D,MIL-ARI-TEX-DET
580,Laynce Nix\nixla01,1.0,2011,2013,30-32,275,614,566,62,132,29,1,21,67,43,4,168,1,0,4,4,3,2,.233,.287,.399,.686,H/7938D,WSN-PHI
581,Cody Ransom\ransoco01,1.0,2011,2013,35-37,164,513,448,53,91,26,1,21,66,55,0,180,5,4,0,13,1,1,.203,.297,.406,.703,/*56H43D,ARI-MIL-SDP-CHC
582,Pat Burrell\burrepa01,1.0,2011,2011,34-34,92,219,183,17,42,9,1,7,21,33,0,67,2,0,1,2,0,0,.230,.352,.404,.756,/*7H,SFG
583,Tyler Chatwood\chatwty01,0.9,2011,2019,21-29,155,228,193,17,41,5,1,0,17,7,0,48,0,28,0,1,0,0,.212,.240,.249,.489,*1/H,LAA-COL-CHC
584,Hunter Dozier\doziehu01,0.9,2016,2019,24-27,162,625,566,67,145,32,7,22,68,52,1,158,3,0,4,15,3,4,.256,.320,.454,.774,/53D9H,KCR
585,Lourdes Gurriel Jr.\gurrilo01,0.9,2018,2019,24-25,96,380,356,46,100,17,1,17,54,17,1,88,4,1,2,4,3,3,.281,.319,.478,.797,/647H3D,TOR
586,Luke Maile\mailelu01,0.9,2015,2019,24-28,199,613,564,50,117,30,1,10,58,38,1,166,4,4,3,11,4,0,.207,.261,.317,.578,*2/H31D,TBR-TOR
587,Carlos Martinez\martica04,0.9,2013,2019,21-27,208,248,224,13,44,8,0,1,23,2,0,71,3,17,2,3,0,0,.196,.212,.246,.458,*1/H,STL
588,Tom Murphy\murphto04,0.9,2015,2019,24-28,106,296,279,29,67,15,1,17,48,16,3,116,1,0,0,4,2,1,.240,.284,.484,.768,/*2H17D,COL-SEA
589,Cesar Puello\puellce01,0.9,2017,2019,26-28,27,83,70,12,22,3,0,3,14,6,0,19,7,0,0,2,2,0,.314,.422,.486,.907,/*7HD9,TBR-LAA
590,Eric Fryer\fryerer01,0.9,2011,2017,25-31,159,374,327,46,76,14,1,2,27,41,1,80,2,2,2,5,2,4,.232,.320,.300,.620,*2/HD79,PIT-MIN-STL
591,Ramiro Pena\penara02,0.9,2011,2016,25-30,187,413,375,37,94,17,2,8,35,25,4,83,3,7,3,2,1,2,.251,.300,.371,.671,/54H6D,NYY-ATL-SFG
592,John Mayberry\maybejo02,0.9,2011,2015,27-31,524,1446,1317,160,310,80,3,50,166,116,5,324,8,0,5,33,15,6,.235,.300,.415,.715,H879/3D,PHI-TOR-NYM
593,Mike Carp\carpmi01,0.9,2011,2014,25-28,283,894,796,89,201,46,4,26,122,78,1,225,13,0,7,26,2,3,.253,.327,.418,.745,37/HD915,SEA-BOS-TEX
594,Ronny Cedeno\cedenro02,0.9,2011,2014,28-31,302,937,852,85,210,44,7,9,75,61,8,203,4,14,6,27,7,10,.246,.298,.346,.644,*6/H4D53,PIT-NYM-SDP-HOU-PHI
595,Jose Constanza\constjo01,0.9,2011,2014,27-30,112,240,220,32,60,3,1,2,17,14,2,41,0,6,0,2,12,9,.273,.316,.323,.639,/7H98,ATL
596,Chris Dickerson\dickech01,0.9,2011,2014,29-32,182,293,267,43,64,11,0,9,31,21,0,96,1,3,1,4,15,1,.240,.297,.382,.679,/79HD8,NYY-BAL-CLE
597,Wilson Betemit\betemwi01,0.9,2011,2013,29-31,205,745,674,81,181,41,4,20,86,62,6,211,1,0,8,16,4,2,.269,.328,.430,.758,*5/3HD74,KCR-DET-BAL
598,Lou Marson\marsolo01,0.9,2011,2013,25-27,152,512,441,53,100,17,4,1,32,62,0,112,2,4,3,17,8,4,.227,.323,.290,.613,*2/HD,CLE
599,Luke Scott\scottlu01,0.9,2011,2013,33-35,251,871,776,86,179,46,3,32,117,75,5,197,10,0,10,16,7,2,.231,.303,.421,.724,*D/7H3,BAL-TBR
600,Casey Blake\blakeca01,0.9,2011,2011,37-37,63,239,202,32,51,10,1,4,26,26,1,50,3,5,3,9,1,2,.252,.342,.371,.713,/*5H37,LAD
